datetime,zenith,azimuth,uvdirect,uvdiffuse,uvreflected
Jan 01 2009 00:01:00,155.71,13.71,0,-3.7e-06,.000012
Jan 01 2009 00:02:00,155.66,14.26,0,-6.9e-06,.00001
Jan 01 2009 00:03:00,155.62,14.81,0,-9.2e-06,7.0e-06
Jan 01 2009 00:04:00,155.58,15.36,0,-.000011,7.8e-06
Jan 01 2009 00:05:00,155.53,15.9,0,-9.6e-06,2.3e-06
Jan 01 2009 00:06:00,155.48,16.45,0,-4.1e-06,6.2e-06
Jan 01 2009 00:07:00,155.43,16.99,0,-7.8e-06,4.6e-06
Jan 01 2009 00:08:00,155.38,17.53,0,-.000013,-2.3e-06
Jan 01 2009 00:09:00,155.33,18.06,0,-3.2e-06,5.4e-06
Jan 01 2009 00:10:00,155.28,18.6,0,-8.3e-06,.000014
Jan 01 2009 00:11:00,155.22,19.13,0,-4.1e-06,9.3e-06
Jan 01 2009 00:12:00,155.17,19.66,0,-3.2e-06,8.5e-06
Jan 01 2009 00:13:00,155.11,20.19,0,-6.4e-06,5.4e-06
Jan 01 2009 00:14:00,155.05,20.72,0,-.000012,3.9e-06
Jan 01 2009 00:15:00,154.99,21.24,0,-2.8e-06,-2.3e-06
Jan 01 2009 00:16:00,154.92,21.76,0,-6.9e-06,3.1e-06
Jan 01 2009 00:17:00,154.86,22.29,0,-6.4e-06,7.0e-06
Jan 01 2009 00:18:00,154.79,22.8,0,-8.7e-06,7.7e-06
Jan 01 2009 00:19:00,154.73,23.32,0,-6.0e-06,8.5e-06
Jan 01 2009 00:20:00,154.66,23.83,0,-.000018,9.3e-06
Jan 01 2009 00:21:00,154.59,24.34,0,-8.7e-06,.000015
Jan 01 2009 00:22:00,154.52,24.85,0,9.2e-07,.000012
Jan 01 2009 00:23:00,154.44,25.36,0,-6.4e-06,-8.5e-06
Jan 01 2009 00:24:00,154.37,25.86,0,-3.7e-06,6.2e-06
Jan 01 2009 00:25:00,154.29,26.37,0,-6.0e-06,3.9e-06
Jan 01 2009 00:26:00,154.22,26.86,0,-5.5e-06,8.5e-06
Jan 01 2009 00:27:00,154.14,27.36,0,-5.5e-06,.00002
Jan 01 2009 00:28:00,154.06,27.86,0,-9.2e-06,.000021
Jan 01 2009 00:29:00,153.98,28.35,0,-5.0e-06,5.4e-06
Jan 01 2009 00:30:00,153.9,28.84,0,-3.7e-06,3.9e-06
Jan 01 2009 00:31:00,153.82,29.32,0,-9.2e-06,2.3e-06
Jan 01 2009 00:32:00,153.73,29.81,0,9.2e-07,-7.0e-06
Jan 01 2009 00:33:00,153.65,30.29,0,-3.2e-06,9.3e-06
Jan 01 2009 00:34:00,153.56,30.77,0,-6.0e-06,9.3e-06
Jan 01 2009 00:35:00,153.47,31.24,0,-.000015,.000014
Jan 01 2009 00:36:00,153.38,31.72,0,-7.4e-06,.000017
Jan 01 2009 00:37:00,153.29,32.19,0,2.3e-06,3.1e-06
Jan 01 2009 00:38:00,153.2,32.66,0,-2.8e-06,.00001
Jan 01 2009 00:39:00,153.11,33.12,0,-.00001,0
Jan 01 2009 00:40:00,153.01,33.59,0,-1.4e-06,.000012
Jan 01 2009 00:41:00,152.92,34.05,0,-2.3e-06,.000037
Jan 01 2009 00:42:00,152.82,34.5,0,0,.000015
Jan 01 2009 00:43:00,152.72,34.96,0,-3.2e-06,4.6e-06
Jan 01 2009 00:44:00,152.62,35.41,0,-7.4e-06,.000014
Jan 01 2009 00:45:00,152.52,35.86,0,-6.9e-06,.000017
Jan 01 2009 00:46:00,152.42,36.31,0,-8.7e-06,8.5e-06
Jan 01 2009 00:47:00,152.32,36.75,0,-3.7e-06,9.3e-06
Jan 01 2009 00:48:00,152.22,37.2,0,-6.0e-06,7.0e-06
Jan 01 2009 00:49:00,152.12,37.63,0,-8.3e-06,.000012
Jan 01 2009 00:50:00,152.01,38.07,0,-6.0e-06,2.3e-06
Jan 01 2009 00:51:00,151.9,38.51,0,-6.9e-06,-2.3e-06
Jan 01 2009 00:52:00,151.8,38.94,0,-6.0e-06,7.8e-06
Jan 01 2009 00:53:00,151.69,39.37,0,-1.8e-06,3.1e-06
Jan 01 2009 00:54:00,151.58,39.79,0,-5.5e-06,.000018
Jan 01 2009 00:55:00,151.47,40.22,0,-2.8e-06,4.6e-06
Jan 01 2009 00:56:00,151.36,40.64,0,-7.4e-06,7.8e-06
Jan 01 2009 00:57:00,151.25,41.06,0,-4.6e-06,.00001
Jan 01 2009 00:58:00,151.13,41.47,0,-7.8e-06,5.4e-06
Jan 01 2009 00:59:00,151.02,41.88,0,-5.0e-06,.000014
Jan 01 2009 01:00:00,150.91,42.29,0,-4.1e-06,.000016
Jan 01 2009 01:01:00,150.79,42.7,0,-6.4e-06,.000011
Jan 01 2009 01:02:00,150.67,43.11,0,-6.0e-06,3.9e-06
Jan 01 2009 01:03:00,150.56,43.51,0,-4.6e-06,6.2e-06
Jan 01 2009 01:04:00,150.44,43.91,0,-7.8e-06,3.1e-06
Jan 01 2009 01:05:00,150.32,44.31,0,-7.4e-06,9.4e-06
Jan 01 2009 01:06:00,150.2,44.71,0,-1.8e-06,0
Jan 01 2009 01:07:00,150.08,45.1,0,0,.00001
Jan 01 2009 01:08:00,149.96,45.49,0,4.6e-07,-2.4e-06
Jan 01 2009 01:09:00,149.84,45.88,0,0,4.7e-06
Jan 01 2009 01:10:00,149.71,46.26,0,-9.2e-06,4.7e-06
Jan 01 2009 01:11:00,149.59,46.65,0,-9.6e-06,-4.7e-06
Jan 01 2009 01:12:00,149.46,47.03,0,-5.5e-06,-1.6e-06
Jan 01 2009 01:13:00,149.34,47.41,0,-3.7e-06,-7.9e-06
Jan 01 2009 01:14:00,149.21,47.78,0,-6.9e-06,-7.1e-06
Jan 01 2009 01:15:00,149.08,48.16,0,1.4e-06,-.000035
Jan 01 2009 01:16:00,148.96,48.53,0,-6.0e-06,4.7e-06
Jan 01 2009 01:17:00,148.83,48.9,0,-4.1e-06,6.3e-06
Jan 01 2009 01:18:00,148.7,49.26,0,-9.6e-06,0
Jan 01 2009 01:19:00,148.57,49.63,0,-6.9e-06,-4.7e-06
Jan 01 2009 01:20:00,148.44,49.99,0,-3.2e-06,-7.9e-07
Jan 01 2009 01:21:00,148.31,50.35,0,-5.0e-06,0
Jan 01 2009 01:22:00,148.17,50.71,0,-4.1e-06,4.7e-06
Jan 01 2009 01:23:00,148.04,51.06,0,-3.7e-06,-1.6e-06
Jan 01 2009 01:24:00,147.91,51.42,0,-6.0e-06,-1.6e-06
Jan 01 2009 01:25:00,147.77,51.77,0,-2.8e-06,7.1e-06
Jan 01 2009 01:26:00,147.64,52.12,0,-5.0e-06,2.4e-06
Jan 01 2009 01:27:00,147.5,52.46,0,-6.0e-06,3.9e-06
Jan 01 2009 01:28:00,147.37,52.81,0,-6.0e-06,-5.5e-06
Jan 01 2009 01:29:00,147.23,53.15,0,-3.7e-06,-3.9e-06
Jan 01 2009 01:30:00,147.1,53.49,0,-6.4e-06,0
Jan 01 2009 01:31:00,146.96,53.83,0,-8.3e-06,4.7e-06
Jan 01 2009 01:32:00,146.82,54.17,0,-4.6e-06,5.5e-06
Jan 01 2009 01:33:00,146.68,54.5,0,-6.9e-06,7.0e-06
Jan 01 2009 01:34:00,146.54,54.83,0,-4.6e-07,-.00001
Jan 01 2009 01:35:00,146.4,55.16,0,-1.4e-06,-.000019
Jan 01 2009 01:36:00,146.26,55.49,0,-4.6e-06,-.000014
Jan 01 2009 01:37:00,146.12,55.82,0,-4.1e-06,3.1e-06
Jan 01 2009 01:38:00,145.98,56.14,0,-7.4e-06,-3.9e-06
Jan 01 2009 01:39:00,145.83,56.46,0,-6.9e-06,4.7e-06
Jan 01 2009 01:40:00,145.69,56.78,0,-4.6e-06,-.000021
Jan 01 2009 01:41:00,145.55,57.1,0,-6.9e-06,-.000035
Jan 01 2009 01:42:00,145.4,57.42,0,-7.8e-06,-7.8e-06
Jan 01 2009 01:43:00,145.26,57.73,0,-4.6e-06,7.0e-06
Jan 01 2009 01:44:00,145.12,58.05,0,1.4e-06,7.8e-07
Jan 01 2009 01:45:00,144.97,58.36,0,-7.8e-06,0
Jan 01 2009 01:46:00,144.82,58.67,0,-.000012,1.6e-06
Jan 01 2009 01:47:00,144.68,58.97,0,-6.4e-06,-7.8e-07
Jan 01 2009 01:48:00,144.53,59.28,0,-.00001,1.5e-06
Jan 01 2009 01:49:00,144.38,59.58,0,-4.6e-07,2.3e-06
Jan 01 2009 01:50:00,144.24,59.89,0,-8.7e-06,7.7e-07
Jan 01 2009 01:51:00,144.09,60.19,0,0,3.1e-06
Jan 01 2009 01:52:00,143.94,60.48,0,0,.000012
Jan 01 2009 01:53:00,143.79,60.78,0,-3.2e-06,4.6e-06
Jan 01 2009 01:54:00,143.64,61.08,0,-6.9e-06,-3.1e-06
Jan 01 2009 01:55:00,143.49,61.37,0,-2.8e-06,6.2e-06
Jan 01 2009 01:56:00,143.34,61.66,0,0,1.5e-06
Jan 01 2009 01:57:00,143.19,61.95,0,-3.7e-06,.000013
Jan 01 2009 01:58:00,143.04,62.24,0,-4.1e-06,3.1e-06
Jan 01 2009 01:59:00,142.89,62.53,0,-8.7e-06,2.3e-06
Jan 01 2009 02:00:00,142.74,62.81,0,-4.6e-07,2.3e-06
Jan 01 2009 02:01:00,142.58,63.1,0,-1.8e-06,7.7e-06
Jan 01 2009 02:02:00,142.43,63.38,0,-9.6e-06,-.000012
Jan 01 2009 02:03:00,142.28,63.66,0,-4.1e-06,.000012
Jan 01 2009 02:04:00,142.12,63.94,0,-7.4e-06,7.7e-07
Jan 01 2009 02:05:00,141.97,64.22,0,-7.8e-06,1.5e-06
Jan 01 2009 02:06:00,141.82,64.5,0,-6.4e-06,-6.2e-06
Jan 01 2009 02:07:00,141.66,64.77,0,-7.4e-06,3.9e-06
Jan 01 2009 02:08:00,141.51,65.04,0,-9.6e-06,7.7e-07
Jan 01 2009 02:09:00,141.35,65.32,0,-6.9e-06,0
Jan 01 2009 02:10:00,141.2,65.59,0,-1.8e-06,.000011
Jan 01 2009 02:11:00,141.04,65.86,0,-2.8e-06,0
Jan 01 2009 02:12:00,140.88,66.12,0,-1.4e-06,-.000023
Jan 01 2009 02:13:00,140.73,66.39,0,-2.8e-06,2.3e-06
Jan 01 2009 02:14:00,140.57,66.66,0,-1.8e-06,-3.1e-06
Jan 01 2009 02:15:00,140.41,66.92,0,-6.9e-06,.000011
Jan 01 2009 02:16:00,140.26,67.18,0,-6.9e-06,1.5e-06
Jan 01 2009 02:17:00,140.1,67.44,0,0,-.000015
Jan 01 2009 02:18:00,139.94,67.7,0,0,-.000018
Jan 01 2009 02:19:00,139.78,67.96,0,-4.6e-06,-3.9e-06
Jan 01 2009 02:20:00,139.62,68.22,0,-3.2e-06,4.6e-06
Jan 01 2009 02:21:00,139.46,68.48,0,-6.0e-06,6.2e-06
Jan 01 2009 02:22:00,139.3,68.73,0,-4.1e-06,.000013
Jan 01 2009 02:23:00,139.15,68.98,0,-6.0e-06,6.2e-06
Jan 01 2009 02:24:00,138.99,69.24,0,-.000011,8.5e-06
Jan 01 2009 02:25:00,138.83,69.49,0,-2.8e-06,7.7e-06
Jan 01 2009 02:26:00,138.67,69.74,0,-5.5e-06,9.3e-06
Jan 01 2009 02:27:00,138.5,69.99,0,-7.4e-06,5.4e-06
Jan 01 2009 02:28:00,138.34,70.23,0,-4.6e-06,5.4e-06
Jan 01 2009 02:29:00,138.18,70.48,0,-7.4e-06,.00002
Jan 01 2009 02:30:00,138.02,70.73,0,-4.1e-06,3.1e-06
Jan 01 2009 02:31:00,137.86,70.97,0,-6.0e-06,0
Jan 01 2009 02:32:00,137.7,71.21,0,-6.0e-06,.000019
Jan 01 2009 02:33:00,137.54,71.46,0,-5.0e-06,1.5e-06
Jan 01 2009 02:34:00,137.37,71.7,0,-7.8e-06,3.1e-06
Jan 01 2009 02:35:00,137.21,71.94,0,-6.9e-06,4.6e-06
Jan 01 2009 02:36:00,137.05,72.18,0,-1.8e-06,.000017
Jan 01 2009 02:37:00,136.89,72.41,0,4.6e-07,-2.3e-06
Jan 01 2009 02:38:00,136.72,72.65,0,-7.8e-06,7.7e-06
Jan 01 2009 02:39:00,136.56,72.89,0,-4.1e-06,.000015
Jan 01 2009 02:40:00,136.4,73.12,0,-9.2e-07,.000011
Jan 01 2009 02:41:00,136.23,73.35,0,-6.4e-06,.000015
Jan 01 2009 02:42:00,136.07,73.59,0,-1.8e-06,.000015
Jan 01 2009 02:43:00,135.9,73.82,0,-6.9e-06,.000014
Jan 01 2009 02:44:00,135.74,74.05,0,-4.1e-06,2.3e-06
Jan 01 2009 02:45:00,135.58,74.28,0,-4.6e-06,9.3e-06
Jan 01 2009 02:46:00,135.41,74.51,0,-6.4e-06,6.2e-06
Jan 01 2009 02:47:00,135.25,74.74,0,-4.6e-06,2.3e-06
Jan 01 2009 02:48:00,135.08,74.96,0,-3.7e-06,1.5e-06
Jan 01 2009 02:49:00,134.92,75.19,0,-1.4e-06,7.0e-06
Jan 01 2009 02:50:00,134.75,75.42,0,-4.1e-06,2.3e-06
Jan 01 2009 02:51:00,134.58,75.64,0,-8.3e-06,-7.8e-07
Jan 01 2009 02:52:00,134.42,75.86,0,-1.4e-06,-7.8e-07
Jan 01 2009 02:53:00,134.25,76.09,0,-4.1e-06,-4.7e-06
Jan 01 2009 02:54:00,134.09,76.31,0,-4.1e-06,1.5e-06
Jan 01 2009 02:55:00,133.92,76.53,0,-3.2e-06,6.2e-06
Jan 01 2009 02:56:00,133.75,76.75,0,-7.4e-06,7.8e-07
Jan 01 2009 02:57:00,133.59,76.97,0,-1.8e-06,4.7e-06
Jan 01 2009 02:58:00,133.42,77.19,0,-7.8e-06,.000016
Jan 01 2009 02:59:00,133.25,77.4,0,-4.6e-06,.000013
Jan 01 2009 03:00:00,133.09,77.62,0,-9.2e-07,4.7e-06
Jan 01 2009 03:01:00,132.92,77.84,0,-7.4e-06,2.3e-06
Jan 01 2009 03:02:00,132.75,78.05,0,-2.8e-06,.000012
Jan 01 2009 03:03:00,132.59,78.27,0,4.6e-07,-2.3e-06
Jan 01 2009 03:04:00,132.42,78.48,0,-3.2e-06,-2.3e-06
Jan 01 2009 03:05:00,132.25,78.69,0,-1.4e-06,1.5e-06
Jan 01 2009 03:06:00,132.08,78.91,0,-3.2e-06,.00001
Jan 01 2009 03:07:00,131.92,79.12,0,-4.1e-06,0
Jan 01 2009 03:08:00,131.75,79.33,0,-8.3e-06,7.8e-07
Jan 01 2009 03:09:00,131.58,79.54,0,-4.6e-06,3.1e-06
Jan 01 2009 03:10:00,131.41,79.75,0,-5.5e-06,3.9e-06
Jan 01 2009 03:11:00,131.24,79.96,0,-2.3e-06,-1.6e-06
Jan 01 2009 03:12:00,131.07,80.16,0,-1.4e-06,5.4e-06
Jan 01 2009 03:13:00,130.91,80.37,0,-6.0e-06,7.0e-06
Jan 01 2009 03:14:00,130.74,80.58,0,-2.8e-06,-2.3e-06
Jan 01 2009 03:15:00,130.57,80.78,0,-4.6e-06,-.000016
Jan 01 2009 03:16:00,130.4,80.99,0,4.6e-07,7.0e-06
Jan 01 2009 03:17:00,130.23,81.19,0,-4.6e-06,-3.9e-06
Jan 01 2009 03:18:00,130.06,81.4,0,-7.4e-06,3.9e-06
Jan 01 2009 03:19:00,129.89,81.6,0,-5.5e-06,8.5e-06
Jan 01 2009 03:20:00,129.72,81.8,0,-4.6e-07,-3.9e-06
Jan 01 2009 03:21:00,129.55,82.01,0,-1.4e-06,.000012
Jan 01 2009 03:22:00,129.39,82.21,0,-4.6e-06,3.9e-06
Jan 01 2009 03:23:00,129.22,82.41,0,-4.6e-06,.000011
Jan 01 2009 03:24:00,129.05,82.61,0,-6.0e-06,5.4e-06
Jan 01 2009 03:25:00,128.88,82.81,0,-6.0e-06,.000014
Jan 01 2009 03:26:00,128.71,83.01,0,-5.5e-06,7.8e-06
Jan 01 2009 03:27:00,128.54,83.21,0,-3.2e-06,-3.9e-06
Jan 01 2009 03:28:00,128.37,83.4,0,-4.1e-06,4.7e-06
Jan 01 2009 03:29:00,128.2,83.6,0,-7.4e-06,-3.9e-06
Jan 01 2009 03:30:00,128.03,83.8,0,-6.4e-06,-7.8e-07
Jan 01 2009 03:31:00,127.86,83.99,0,1.8e-06,.000023
Jan 01 2009 03:32:00,127.69,84.19,0,-1.8e-06,3.1e-06
Jan 01 2009 03:33:00,127.52,84.39,0,0,-.00001
Jan 01 2009 03:34:00,127.35,84.58,0,-2.3e-06,.000032
Jan 01 2009 03:35:00,127.18,84.77,0,-4.6e-07,-5.4e-06
Jan 01 2009 03:36:00,127.01,84.97,0,-3.2e-06,3.1e-06
Jan 01 2009 03:37:00,126.84,85.16,0,-6.4e-06,-1.5e-06
Jan 01 2009 03:38:00,126.67,85.35,0,3.2e-06,.000011
Jan 01 2009 03:39:00,126.5,85.55,0,9.2e-07,-2.3e-06
Jan 01 2009 03:40:00,126.33,85.74,0,-2.3e-06,-5.5e-06
Jan 01 2009 03:41:00,126.16,85.93,0,-7.4e-06,.00001
Jan 01 2009 03:42:00,125.98,86.12,0,-4.1e-06,5.4e-06
Jan 01 2009 03:43:00,125.81,86.31,0,-2.3e-06,.000012
Jan 01 2009 03:44:00,125.64,86.5,0,-7.8e-06,0
Jan 01 2009 03:45:00,125.47,86.69,0,-6.4e-06,4.7e-06
Jan 01 2009 03:46:00,125.3,86.88,0,-4.1e-06,-1.5e-06
Jan 01 2009 03:47:00,125.13,87.07,0,-2.3e-06,8.5e-06
Jan 01 2009 03:48:00,124.96,87.26,0,-1.4e-06,-3.1e-06
Jan 01 2009 03:49:00,124.79,87.44,0,-8.7e-06,3.9e-06
Jan 01 2009 03:50:00,124.62,87.63,0,-1.4e-06,9.3e-06
Jan 01 2009 03:51:00,124.45,87.82,0,-2.8e-06,.000016
Jan 01 2009 03:52:00,124.28,88,0,-3.7e-06,9.3e-06
Jan 01 2009 03:53:00,124.11,88.19,0,-6.0e-06,-1.5e-06
Jan 01 2009 03:54:00,123.94,88.38,0,9.2e-07,7.0e-06
Jan 01 2009 03:55:00,123.77,88.56,0,-3.7e-06,0
Jan 01 2009 03:56:00,123.59,88.75,0,-2.8e-06,-7.8e-07
Jan 01 2009 03:57:00,123.42,88.93,0,-4.6e-07,4.7e-06
Jan 01 2009 03:58:00,123.25,89.11,0,-4.1e-06,8.5e-06
Jan 01 2009 03:59:00,123.08,89.3,0,-2.8e-06,2.3e-06
Jan 01 2009 04:00:00,122.91,89.48,0,-7.4e-06,-2.3e-06
Jan 01 2009 04:01:00,122.74,89.66,0,-8.7e-06,-.00001
Jan 01 2009 04:02:00,122.57,89.85,0,-2.3e-06,-3.9e-06
Jan 01 2009 04:03:00,122.4,90.03,0,-8.7e-06,.00001
Jan 01 2009 04:04:00,122.23,90.21,0,4.6e-07,-.000015
Jan 01 2009 04:05:00,122.06,90.39,0,-6.4e-06,.000011
Jan 01 2009 04:06:00,121.89,90.57,0,-3.7e-06,-4.6e-06
Jan 01 2009 04:07:00,121.71,90.75,0,-5.0e-06,6.2e-06
Jan 01 2009 04:08:00,121.54,90.94,0,-7.8e-06,.000016
Jan 01 2009 04:09:00,121.37,91.12,0,-2.3e-06,7.0e-06
Jan 01 2009 04:10:00,121.2,91.3,0,-2.3e-06,-7.0e-06
Jan 01 2009 04:11:00,121.03,91.48,0,-6.9e-06,.000013
Jan 01 2009 04:12:00,120.86,91.65,0,-7.8e-06,.000011
Jan 01 2009 04:13:00,120.69,91.83,0,-4.1e-06,.000012
Jan 01 2009 04:14:00,120.52,92.01,0,-2.3e-06,9.3e-06
Jan 01 2009 04:15:00,120.35,92.19,0,-5.0e-06,-7.7e-07
Jan 01 2009 04:16:00,120.18,92.37,0,-3.7e-06,4.6e-06
Jan 01 2009 04:17:00,120.01,92.55,0,9.2e-07,-3.1e-06
Jan 01 2009 04:18:00,119.84,92.72,0,-2.8e-06,0
Jan 01 2009 04:19:00,119.67,92.9,0,-2.8e-06,.000016
Jan 01 2009 04:20:00,119.49,93.08,0,-3.2e-06,4.6e-06
Jan 01 2009 04:21:00,119.32,93.26,0,-9.2e-07,.000015
Jan 01 2009 04:22:00,119.15,93.43,0,0,-.000011
Jan 01 2009 04:23:00,118.98,93.61,0,-2.8e-06,-8.5e-06
Jan 01 2009 04:24:00,118.81,93.79,0,-5.0e-06,7.7e-07
Jan 01 2009 04:25:00,118.64,93.96,0,1.4e-06,-2.3e-06
Jan 01 2009 04:26:00,118.47,94.14,0,0,7.7e-07
Jan 01 2009 04:27:00,118.3,94.31,0,-6.0e-06,-8.5e-06
Jan 01 2009 04:28:00,118.13,94.49,0,-9.2e-07,-1.5e-06
Jan 01 2009 04:29:00,117.96,94.66,0,2.3e-06,7.0e-06
Jan 01 2009 04:30:00,117.79,94.84,0,-3.2e-06,6.2e-06
Jan 01 2009 04:31:00,117.62,95.01,0,-1.8e-06,3.9e-06
Jan 01 2009 04:32:00,117.45,95.19,0,-4.6e-06,5.4e-06
Jan 01 2009 04:33:00,117.28,95.36,0,-6.9e-06,.000019
Jan 01 2009 04:34:00,117.11,95.53,0,-5.0e-06,7.0e-06
Jan 01 2009 04:35:00,116.94,95.71,0,-6.4e-06,.000019
Jan 01 2009 04:36:00,116.77,95.88,0,-6.0e-06,1.5e-06
Jan 01 2009 04:37:00,116.6,96.05,0,-5.0e-06,5.4e-06
Jan 01 2009 04:38:00,116.43,96.23,0,-3.2e-06,.000014
Jan 01 2009 04:39:00,116.26,96.4,0,-2.3e-06,.000026
Jan 01 2009 04:40:00,116.09,96.57,0,-7.8e-06,.000019
Jan 01 2009 04:41:00,115.92,96.74,0,-6.4e-06,3.9e-06
Jan 01 2009 04:42:00,115.75,96.92,0,-6.4e-06,.000018
Jan 01 2009 04:43:00,115.58,97.09,0,-4.6e-07,.000012
Jan 01 2009 04:44:00,115.41,97.26,0,-5.5e-06,.000011
Jan 01 2009 04:45:00,115.24,97.43,0,-8.7e-06,2.3e-06
Jan 01 2009 04:46:00,115.07,97.6,0,-9.2e-06,-7.7e-06
Jan 01 2009 04:47:00,114.9,97.78,0,0,6.2e-06
Jan 01 2009 04:48:00,114.73,97.95,0,-7.4e-06,-.00001
Jan 01 2009 04:49:00,114.57,98.12,0,-4.6e-07,.000031
Jan 01 2009 04:50:00,114.4,98.29,0,0,-3.1e-06
Jan 01 2009 04:51:00,114.23,98.46,0,-1.4e-06,.000016
Jan 01 2009 04:52:00,114.06,98.63,0,-7.4e-06,.000013
Jan 01 2009 04:53:00,113.89,98.8,0,-4.6e-06,2.3e-06
Jan 01 2009 04:54:00,113.72,98.97,0,4.6e-07,-7.7e-07
Jan 01 2009 04:55:00,113.55,99.14,0,4.6e-07,-5.4e-06
Jan 01 2009 04:56:00,113.38,99.31,0,-2.3e-06,.00002
Jan 01 2009 04:57:00,113.22,99.48,0,-6.4e-06,.000018
Jan 01 2009 04:58:00,113.05,99.65,0,-2.8e-06,.000022
Jan 01 2009 04:59:00,112.88,99.82,0,-4.6e-06,.000022
Jan 01 2009 05:00:00,112.71,99.99,0,-6.9e-06,.000014
Jan 01 2009 05:01:00,112.54,100.16,0,-3.7e-06,-5.4e-06
Jan 01 2009 05:02:00,112.37,100.33,0,-2.8e-06,-6.2e-06
Jan 01 2009 05:03:00,112.21,100.5,0,-6.0e-06,0
Jan 01 2009 05:04:00,112.04,100.67,0,4.6e-07,4.6e-06
Jan 01 2009 05:05:00,111.87,100.84,0,-3.2e-06,.000018
Jan 01 2009 05:06:00,111.7,101.01,0,-3.7e-06,-7.7e-06
Jan 01 2009 05:07:00,111.54,101.18,0,-6.4e-06,8.5e-06
Jan 01 2009 05:08:00,111.37,101.35,0,-4.6e-06,.000012
Jan 01 2009 05:09:00,111.2,101.52,0,-3.7e-06,.000023
Jan 01 2009 05:10:00,111.03,101.69,0,9.2e-07,.000013
Jan 01 2009 05:11:00,110.87,101.86,0,-2.8e-06,.000012
Jan 01 2009 05:12:00,110.7,102.02,0,-9.2e-07,.000014
Jan 01 2009 05:13:00,110.53,102.19,0,-3.2e-06,.000019
Jan 01 2009 05:14:00,110.37,102.36,0,-4.1e-06,2.3e-06
Jan 01 2009 05:15:00,110.2,102.53,0,-6.0e-06,3.1e-06
Jan 01 2009 05:16:00,110.03,102.7,0,-4.6e-06,.000023
Jan 01 2009 05:17:00,109.87,102.87,0,-3.2e-06,.000015
Jan 01 2009 05:18:00,109.7,103.04,0,-4.1e-06,.00002
Jan 01 2009 05:19:00,109.53,103.2,0,-4.6e-06,.000021
Jan 01 2009 05:20:00,109.37,103.37,0,-6.0e-06,.000015
Jan 01 2009 05:21:00,109.2,103.54,0,-5.1e-06,.000016
Jan 01 2009 05:22:00,109.04,103.71,0,-3.7e-06,.00001
Jan 01 2009 05:23:00,108.87,103.88,0,-4.1e-06,.000013
Jan 01 2009 05:24:00,108.7,104.05,0,-6.0e-06,.000035
Jan 01 2009 05:25:00,108.54,104.21,0,1.4e-06,-7.0e-06
Jan 01 2009 05:26:00,108.37,104.38,0,-1.8e-06,4.7e-06
Jan 01 2009 05:27:00,108.21,104.55,0,-6.9e-06,.000017
Jan 01 2009 05:28:00,108.04,104.72,0,-4.6e-06,-.000012
Jan 01 2009 05:29:00,107.88,104.89,0,-5.1e-06,7.8e-07
Jan 01 2009 05:30:00,107.71,105.05,0,-4.6e-07,-.000021
Jan 01 2009 05:31:00,107.55,105.22,0,-1.4e-06,.000012
Jan 01 2009 05:32:00,107.38,105.39,0,-2.3e-06,5.4e-06
Jan 01 2009 05:33:00,107.22,105.56,0,-3.7e-06,-.000029
Jan 01 2009 05:34:00,107.06,105.73,0,-6.9e-06,-.000031
Jan 01 2009 05:35:00,106.89,105.89,0,-2.8e-06,7.8e-06
Jan 01 2009 05:36:00,106.73,106.06,0,-8.7e-06,.000019
Jan 01 2009 05:37:00,106.56,106.23,0,-9.2e-07,.000028
Jan 01 2009 05:38:00,106.4,106.4,0,-6.0e-06,-4.7e-06
Jan 01 2009 05:39:00,106.24,106.57,0,-1.4e-06,.000023
Jan 01 2009 05:40:00,106.07,106.73,0,1.8e-06,.000019
Jan 01 2009 05:41:00,105.91,106.9,0,-.000011,.000014
Jan 01 2009 05:42:00,105.75,107.07,0,-4.6e-07,-.00002
Jan 01 2009 05:43:00,105.58,107.24,0,-2.8e-06,.000034
Jan 01 2009 05:44:00,105.42,107.41,0,0,1.6e-06
Jan 01 2009 05:45:00,105.26,107.57,0,-7.4e-06,-.000033
Jan 01 2009 05:46:00,105.1,107.74,0,-6.4e-06,-3.9e-06
Jan 01 2009 05:47:00,104.93,107.91,0,-1.8e-06,.000019
Jan 01 2009 05:48:00,104.77,108.08,0,-1.8e-06,-6.2e-06
Jan 01 2009 05:49:00,104.61,108.25,0,-9.2e-07,5.4e-06
Jan 01 2009 05:50:00,104.45,108.42,0,1.4e-06,7.8e-06
Jan 01 2009 05:51:00,104.29,108.58,0,-.000011,7.8e-06
Jan 01 2009 05:52:00,104.12,108.75,0,-2.3e-06,3.9e-06
Jan 01 2009 05:53:00,103.96,108.92,0,-3.2e-06,-9.3e-06
Jan 01 2009 05:54:00,103.8,109.09,0,-8.3e-06,-5.5e-06
Jan 01 2009 05:55:00,103.64,109.26,0,-3.2e-06,7.8e-07
Jan 01 2009 05:56:00,103.48,109.43,0,-6.4e-06,2.3e-06
Jan 01 2009 05:57:00,103.32,109.59,0,-3.2e-06,1.6e-06
Jan 01 2009 05:58:00,103.16,109.76,0,-9.2e-07,7.8e-06
Jan 01 2009 05:59:00,103,109.93,0,-1.4e-06,-9.3e-06
Jan 01 2009 06:00:00,102.84,110.1,0,-3.7e-06,9.3e-06
Jan 01 2009 06:01:00,102.68,110.27,0,-1.8e-06,1.5e-06
