Vertex Num,Start Time,End Time,Total Intensity Received [J/m2],Diffuse Intensity Received [J/m2],Direct Intensity Received [J/m2],Reflected Intensity Received [J/m2],Total Intensity Received [%ambiant],Diffuse Intensity Received [%ambiant],Direct Intensity Received [%ambiant],Reflected Intensity Received [%ambiant]
134,10/26/14 00:00:00,10/26/14 23:58:00,3.081733E+002,2.925792E+002,9.022803E+000,6.571302E+000,1.739131E+007,1.#INF00E+000,1.#INF00E+000,3.708419E+005
135,10/26/14 00:00:00,10/26/14 23:58:00,5.616532E+002,5.265461E+002,3.328176E+001,1.825395E+000,3.169609E+007,1.#INF00E+000,1.#INF00E+000,1.030136E+005
136,10/26/14 00:00:00,10/26/14 23:58:00,4.293727E+002,4.154857E+002,9.751811E+000,4.135149E+000,2.423103E+007,1.#INF00E+000,1.#INF00E+000,2.333612E+005
137,10/26/14 00:00:00,10/26/14 23:58:00,3.251334E+002,3.042805E+002,1.448990E+001,6.362902E+000,1.834843E+007,1.#INF00E+000,1.#INF00E+000,3.590812E+005
138,10/26/14 00:00:00,10/26/14 23:58:00,3.064117E+002,2.997739E+002,2.608647E-001,6.376958E+000,1.729190E+007,1.#INF00E+000,1.#INF00E+000,3.598744E+005
139,10/26/14 00:00:00,10/26/14 23:58:00,2.186479E+002,2.057456E+002,4.905606E+000,7.996716E+000,1.233908E+007,1.#INF00E+000,1.#INF00E+000,4.512832E+005
140,10/26/14 00:00:00,10/26/14 23:58:00,2.144154E+002,2.036187E+002,2.827749E+000,7.968964E+000,1.210023E+007,1.#INF00E+000,1.#INF00E+000,4.497169E+005
141,10/26/14 00:00:00,10/26/14 23:58:00,3.460628E+002,3.389094E+002,1.490675E+000,5.662766E+000,1.952955E+007,1.#INF00E+000,1.#INF00E+000,3.195700E+005
142,10/26/14 00:00:00,10/26/14 23:58:00,2.160493E+002,2.070411E+002,1.166781E+000,7.841466E+000,1.219243E+007,1.#INF00E+000,1.#INF00E+000,4.425218E+005
143,10/26/14 00:00:00,10/26/14 23:58:00,1.785432E+002,1.699219E+002,1.532311E-001,8.467997E+000,1.007583E+007,1.#INF00E+000,1.#INF00E+000,4.778792E+005
144,10/26/14 00:00:00,10/26/14 23:58:00,1.683514E+002,1.596070E+002,4.094235E-002,8.703483E+000,9.500667E+006,1.#INF00E+000,1.#INF00E+000,4.911685E+005
145,10/26/14 00:00:00,10/26/14 23:58:00,2.236550E+002,2.156872E+002,2.192003E-002,7.945871E+000,1.262165E+007,1.#INF00E+000,1.#INF00E+000,4.484138E+005
146,10/26/14 00:00:00,10/26/14 23:58:00,3.980694E+002,3.904646E+002,2.959600E+000,4.645216E+000,2.246447E+007,1.#INF00E+000,1.#INF00E+000,2.621461E+005
147,10/26/14 00:00:00,10/26/14 23:58:00,2.160047E+002,2.077644E+002,2.938878E-001,7.946485E+000,1.218992E+007,1.#INF00E+000,1.#INF00E+000,4.484484E+005
148,10/26/14 00:00:00,10/26/14 23:58:00,3.136649E+002,3.072301E+002,1.038685E-001,6.330849E+000,1.770122E+007,1.#INF00E+000,1.#INF00E+000,3.572723E+005
149,10/26/14 00:00:00,10/26/14 23:58:00,3.677196E+002,3.622052E+002,3.202636E-001,5.194097E+000,2.075172E+007,1.#INF00E+000,1.#INF00E+000,2.931213E+005
150,10/26/14 00:00:00,10/26/14 23:58:00,3.279859E+002,3.218676E+002,2.071762E-002,6.097615E+000,1.850941E+007,1.#INF00E+000,1.#INF00E+000,3.441101E+005
151,10/26/14 00:00:00,10/26/14 23:58:00,3.868723E+002,3.819719E+002,7.736681E-002,4.823048E+000,2.183258E+007,1.#INF00E+000,1.#INF00E+000,2.721818E+005
152,10/26/14 00:00:00,10/26/14 23:58:00,3.195309E+002,3.133467E+002,1.899704E-004,6.184047E+000,1.803227E+007,1.#INF00E+000,1.#INF00E+000,3.489878E+005
153,10/26/14 00:00:00,10/26/14 23:58:00,4.275496E+002,4.235842E+002,1.389734E-004,3.965255E+000,2.412815E+007,1.#INF00E+000,1.#INF00E+000,2.237734E+005
154,10/26/14 00:00:00,10/26/14 23:58:00,3.714999E+002,3.625196E+002,3.761333E+000,5.219007E+000,2.096506E+007,1.#INF00E+000,1.#INF00E+000,2.945272E+005
155,10/26/14 00:00:00,10/26/14 23:58:00,1.759030E+002,1.670129E+002,3.090824E-001,8.581055E+000,9.926832E+006,1.#INF00E+000,1.#INF00E+000,4.842594E+005
156,10/26/14 00:00:00,10/26/14 23:58:00,1.534847E+002,1.437403E+002,7.742888E-001,8.970127E+000,8.661690E+006,1.#INF00E+000,1.#INF00E+000,5.062162E+005
157,10/26/14 00:00:00,10/26/14 23:58:00,1.474615E+002,1.372173E+002,1.369439E+000,8.874761E+000,8.321780E+006,1.#INF00E+000,1.#INF00E+000,5.008343E+005
158,10/26/14 00:00:00,10/26/14 23:58:00,3.446003E+002,3.164092E+002,2.196223E+001,6.228876E+000,1.944702E+007,1.#INF00E+000,1.#INF00E+000,3.515176E+005
159,10/26/14 00:00:00,10/26/14 23:58:00,2.641847E+002,2.504868E+002,6.489901E+000,7.207971E+000,1.490888E+007,1.#INF00E+000,1.#INF00E+000,4.067715E+005
160,10/26/14 00:00:00,10/26/14 23:58:00,2.915378E+002,2.711020E+002,1.345566E+001,6.980165E+000,1.645251E+007,1.#INF00E+000,1.#INF00E+000,3.939155E+005
161,10/26/14 00:00:00,10/26/14 23:58:00,2.541288E+002,2.314937E+002,1.490862E+001,7.726437E+000,1.434139E+007,1.#INF00E+000,1.#INF00E+000,4.360303E+005
162,10/26/14 00:00:00,10/26/14 23:58:00,1.286720E+002,1.162137E+002,3.271714E+000,9.186515E+000,7.261416E+006,1.#INF00E+000,1.#INF00E+000,5.184278E+005
163,10/26/14 00:00:00,10/26/14 23:58:00,2.606900E+002,2.356258E+002,1.737034E+001,7.693870E+000,1.471167E+007,1.#INF00E+000,1.#INF00E+000,4.341925E+005
164,10/26/14 00:00:00,10/26/14 23:58:00,2.387859E+002,2.046269E+002,2.582640E+001,8.332562E+000,1.347554E+007,1.#INF00E+000,1.#INF00E+000,4.702361E+005
165,10/26/14 00:00:00,10/26/14 23:58:00,3.841358E+002,3.590641E+002,1.977905E+001,5.292664E+000,2.167815E+007,1.#INF00E+000,1.#INF00E+000,2.986839E+005
166,10/26/14 00:00:00,10/26/14 23:58:00,4.336392E+002,4.024680E+002,2.676086E+001,4.410370E+000,2.447180E+007,1.#INF00E+000,1.#INF00E+000,2.488929E+005
167,10/26/14 00:00:00,10/26/14 23:58:00,4.517657E+002,4.096124E+002,3.789375E+001,4.259626E+000,2.549475E+007,1.#INF00E+000,1.#INF00E+000,2.403858E+005
168,10/26/14 00:00:00,10/26/14 23:58:00,4.070095E+002,3.786404E+002,2.346787E+001,4.901210E+000,2.296900E+007,1.#INF00E+000,1.#INF00E+000,2.765927E+005
169,10/26/14 00:00:00,10/26/14 23:58:00,3.583846E+002,3.302939E+002,2.214719E+001,5.943491E+000,2.022492E+007,1.#INF00E+000,1.#INF00E+000,3.354123E+005
170,10/26/14 00:00:00,10/26/14 23:58:00,1.288221E+002,1.056699E+002,1.364790E+001,9.504389E+000,7.269892E+006,1.#INF00E+000,1.#INF00E+000,5.363664E+005
171,10/26/14 00:00:00,10/26/14 23:58:00,2.781170E+002,2.582623E+002,1.260132E+001,7.253415E+000,1.569513E+007,1.#INF00E+000,1.#INF00E+000,4.093360E+005
172,10/26/14 00:00:00,10/26/14 23:58:00,2.490740E+002,2.356909E+002,5.915743E+000,7.467319E+000,1.405613E+007,1.#INF00E+000,1.#INF00E+000,4.214073E+005
173,10/26/14 00:00:00,10/26/14 23:58:00,4.322932E+002,4.124232E+002,1.567134E+001,4.198668E+000,2.439584E+007,1.#INF00E+000,1.#INF00E+000,2.369458E+005
174,10/26/14 00:00:00,10/26/14 23:58:00,3.970816E+002,3.825773E+002,9.699311E+000,4.804973E+000,2.240872E+007,1.#INF00E+000,1.#INF00E+000,2.711617E+005
175,10/26/14 00:00:00,10/26/14 23:58:00,4.562567E+002,4.294527E+002,2.295905E+001,3.844977E+000,2.574819E+007,1.#INF00E+000,1.#INF00E+000,2.169857E+005
176,10/26/14 00:00:00,10/26/14 23:58:00,4.337707E+002,4.127769E+002,1.680206E+001,4.191730E+000,2.447922E+007,1.#INF00E+000,1.#INF00E+000,2.365542E+005
177,10/26/14 00:00:00,10/26/14 23:58:00,2.963691E+002,2.689776E+002,2.026789E+001,7.123690E+000,1.672517E+007,1.#INF00E+000,1.#INF00E+000,4.020151E+005
178,10/26/14 00:00:00,10/26/14 23:58:00,3.984157E+002,3.567874E+002,3.629012E+001,5.338210E+000,2.248402E+007,1.#INF00E+000,1.#INF00E+000,3.012542E+005
179,10/26/14 00:00:00,10/26/14 23:58:00,2.074517E+002,1.897033E+002,9.329359E+000,8.418995E+000,1.170724E+007,1.#INF00E+000,1.#INF00E+000,4.751138E+005
180,10/26/14 00:00:00,10/26/14 23:58:00,3.064142E+002,2.969299E+002,3.112370E+000,6.371991E+000,1.729205E+007,1.#INF00E+000,1.#INF00E+000,3.595941E+005
181,10/26/14 00:00:00,10/26/14 23:58:00,1.853939E+002,1.767875E+002,3.367182E-001,8.269684E+000,1.046244E+007,1.#INF00E+000,1.#INF00E+000,4.666877E+005
182,10/26/14 00:00:00,10/26/14 23:58:00,1.028962E+002,9.313300E+001,1.822000E-001,9.581041E+000,5.806801E+006,1.#INF00E+000,1.#INF00E+000,5.406923E+005
183,10/26/14 00:00:00,10/26/14 23:58:00,1.089722E+002,9.919710E+001,2.857899E-001,9.489284E+000,6.149687E+006,1.#INF00E+000,1.#INF00E+000,5.355140E+005
184,10/26/14 00:00:00,10/26/14 23:58:00,2.997146E+001,1.948301E+001,1.566053E-002,1.047278E+001,1.691396E+006,1.#INF00E+000,1.#INF00E+000,5.910164E+005
185,10/26/14 00:00:00,10/26/14 23:58:00,1.763126E+002,1.476293E+002,1.948502E+001,9.198292E+000,9.949948E+006,1.#INF00E+000,1.#INF00E+000,5.190923E+005
186,10/26/14 00:00:00,10/26/14 23:58:00,1.762110E+001,7.080428E+000,4.558918E-004,1.054022E+001,9.944214E+005,1.#INF00E+000,1.#INF00E+000,5.948220E+005
187,10/26/14 00:00:00,10/26/14 23:58:00,4.600689E+001,3.562496E+001,5.479276E-002,1.032713E+001,2.596332E+006,1.#INF00E+000,1.#INF00E+000,5.827969E+005
188,10/26/14 00:00:00,10/26/14 23:58:00,1.852551E+002,1.688131E+002,8.097113E+000,8.344954E+000,1.045461E+007,1.#INF00E+000,1.#INF00E+000,4.709354E+005
189,10/26/14 00:00:00,10/26/14 23:58:00,2.074398E+002,1.992496E+002,3.683362E-002,8.153323E+000,1.170656E+007,1.#INF00E+000,1.#INF00E+000,4.601210E+005
190,10/26/14 00:00:00,10/26/14 23:58:00,2.337093E+002,2.259199E+002,3.331237E-002,7.756032E+000,1.318905E+007,1.#INF00E+000,1.#INF00E+000,4.377005E+005
191,10/26/14 00:00:00,10/26/14 23:58:00,1.991530E+002,1.908110E+002,4.458008E-003,8.337528E+000,1.123891E+007,1.#INF00E+000,1.#INF00E+000,4.705163E+005
192,10/26/14 00:00:00,10/26/14 23:58:00,2.488046E+002,2.412377E+002,7.206783E-003,7.559767E+000,1.404093E+007,1.#INF00E+000,1.#INF00E+000,4.266246E+005
193,10/26/14 00:00:00,10/26/14 23:58:00,2.753073E+002,2.679682E+002,4.607041E-001,6.878397E+000,1.553657E+007,1.#INF00E+000,1.#INF00E+000,3.881724E+005
194,10/26/14 00:00:00,10/26/14 23:58:00,2.624918E+002,2.551555E+002,2.896894E-002,7.307333E+000,1.481335E+007,1.#INF00E+000,1.#INF00E+000,4.123788E+005
195,10/26/14 00:00:00,10/26/14 23:58:00,2.298325E+002,2.219831E+002,2.684698E-003,7.846765E+000,1.297027E+007,1.#INF00E+000,1.#INF00E+000,4.428208E+005
196,10/26/14 00:00:00,10/26/14 23:58:00,4.309937E+002,4.245985E+002,2.449831E+000,3.945413E+000,2.432251E+007,1.#INF00E+000,1.#INF00E+000,2.226537E+005
197,10/26/14 00:00:00,10/26/14 23:58:00,5.406830E+002,5.115709E+002,2.697585E+001,2.136260E+000,3.051267E+007,1.#INF00E+000,1.#INF00E+000,1.205567E+005
198,10/26/14 00:00:00,10/26/14 23:58:00,4.681908E+002,4.560482E+002,8.851283E+000,3.291386E+000,2.642168E+007,1.#INF00E+000,1.#INF00E+000,1.857446E+005
199,10/26/14 00:00:00,10/26/14 23:58:00,4.797745E+002,4.765282E+002,3.804670E-001,2.865830E+000,2.707538E+007,1.#INF00E+000,1.#INF00E+000,1.617290E+005
200,10/26/14 00:00:00,10/26/14 23:58:00,5.384191E+002,5.368069E+002,1.100785E-003,1.611028E+000,3.038490E+007,1.#INF00E+000,1.#INF00E+000,9.091604E+004
201,10/26/14 00:00:00,10/26/14 23:58:00,5.170571E+002,5.090732E+002,5.795887E+000,2.187991E+000,2.917937E+007,1.#INF00E+000,1.#INF00E+000,1.234761E+005
202,10/26/14 00:00:00,10/26/14 23:58:00,5.762122E+002,5.707813E+002,4.527709E+000,9.031879E-001,3.251771E+007,1.#INF00E+000,1.#INF00E+000,5.097011E+004
203,10/26/14 00:00:00,10/26/14 23:58:00,6.069523E+002,6.002932E+002,6.369990E+000,2.891381E-001,3.425248E+007,1.#INF00E+000,1.#INF00E+000,1.631709E+004
204,10/26/14 00:00:00,10/26/14 23:58:00,5.964627E+002,5.803042E+002,1.545435E+001,7.041687E-001,3.366051E+007,1.#INF00E+000,1.#INF00E+000,3.973874E+004
205,10/26/14 00:00:00,10/26/14 23:58:00,2.493950E+002,2.417669E+002,1.423754E-004,7.627997E+000,1.407425E+007,1.#INF00E+000,1.#INF00E+000,4.304750E+005
206,10/26/14 00:00:00,10/26/14 23:58:00,1.887161E+002,1.801141E+002,1.989311E-004,8.601843E+000,1.064992E+007,1.#INF00E+000,1.#INF00E+000,4.854326E+005
207,10/26/14 00:00:00,10/26/14 23:58:00,2.461990E+002,2.386049E+002,1.235212E-004,7.593997E+000,1.389389E+007,1.#INF00E+000,1.#INF00E+000,4.285563E+005
208,10/26/14 00:00:00,10/26/14 23:58:00,3.332159E+002,3.272768E+002,0.000000E+000,5.939062E+000,1.880456E+007,1.#INF00E+000,-1.#IND00E+000,3.351624E+005
209,10/26/14 00:00:00,10/26/14 23:58:00,2.032971E+002,1.949848E+002,0.000000E+000,8.312235E+000,1.147278E+007,1.#INF00E+000,-1.#IND00E+000,4.690890E+005
210,10/26/14 00:00:00,10/26/14 23:58:00,2.179412E+002,2.098887E+002,0.000000E+000,8.052451E+000,1.229920E+007,1.#INF00E+000,-1.#IND00E+000,4.544285E+005
211,10/26/14 00:00:00,10/26/14 23:58:00,4.493338E+002,4.273283E+002,1.811483E+001,3.890599E+000,2.535750E+007,1.#INF00E+000,1.#INF00E+000,2.195604E+005
212,10/26/14 00:00:00,10/26/14 23:58:00,4.212256E+002,4.111166E+002,5.909042E+000,4.200024E+000,2.377126E+007,1.#INF00E+000,1.#INF00E+000,2.370223E+005
213,10/26/14 00:00:00,10/26/14 23:58:00,3.837446E+002,3.520094E+002,2.630094E+001,5.434243E+000,2.165607E+007,1.#INF00E+000,1.#INF00E+000,3.066737E+005
214,10/26/14 00:00:00,10/26/14 23:58:00,4.598154E+002,4.540293E+002,2.458848E+000,3.327203E+000,2.594902E+007,1.#INF00E+000,1.#INF00E+000,1.877659E+005
215,10/26/14 00:00:00,10/26/14 23:58:00,4.234162E+002,4.148853E+002,4.409426E+000,4.121478E+000,2.389488E+007,1.#INF00E+000,1.#INF00E+000,2.325897E+005
216,10/26/14 00:00:00,10/26/14 23:58:00,4.429576E+002,4.392200E+002,9.601355E-002,3.641543E+000,2.499767E+007,1.#INF00E+000,1.#INF00E+000,2.055053E+005
217,10/26/14 00:00:00,10/26/14 23:58:00,3.907427E+002,3.859898E+002,4.212581E-003,4.748649E+000,2.205100E+007,1.#INF00E+000,1.#INF00E+000,2.679831E+005
218,10/26/14 00:00:00,10/26/14 23:58:00,3.628311E+002,3.574825E+002,0.000000E+000,5.348707E+000,2.047585E+007,1.#INF00E+000,-1.#IND00E+000,3.018466E+005
219,10/26/14 00:00:00,10/26/14 23:58:00,3.702753E+002,3.651008E+002,0.000000E+000,5.174486E+000,2.089595E+007,1.#INF00E+000,-1.#IND00E+000,2.920146E+005
220,10/26/14 00:00:00,10/26/14 23:58:00,5.545436E+002,5.222936E+002,3.033642E+001,1.913663E+000,3.129487E+007,1.#INF00E+000,1.#INF00E+000,1.079948E+005
221,10/26/14 00:00:00,10/26/14 23:58:00,4.978772E+002,4.563097E+002,3.831991E+001,3.247555E+000,2.809698E+007,1.#INF00E+000,1.#INF00E+000,1.832711E+005
222,10/26/14 00:00:00,10/26/14 23:58:00,5.169100E+002,4.794398E+002,3.466683E+001,2.803413E+000,2.917107E+007,1.#INF00E+000,1.#INF00E+000,1.582066E+005
223,10/26/14 00:00:00,10/26/14 23:58:00,5.687937E+002,5.443676E+002,2.297296E+001,1.453095E+000,3.209905E+007,1.#INF00E+000,1.#INF00E+000,8.200330E+004
224,10/26/14 00:00:00,10/26/14 23:58:00,5.983152E+002,5.871489E+002,1.060376E+001,5.625412E-001,3.376506E+007,1.#INF00E+000,1.#INF00E+000,3.174620E+004
225,10/26/14 00:00:00,10/26/14 23:58:00,5.930753E+002,5.677654E+002,2.434411E+001,9.658334E-001,3.346935E+007,1.#INF00E+000,1.#INF00E+000,5.450541E+004
226,10/26/14 00:00:00,10/26/14 23:58:00,5.265201E+002,5.246451E+002,1.117678E-002,1.863850E+000,2.971340E+007,1.#INF00E+000,1.#INF00E+000,1.051837E+005
227,10/26/14 00:00:00,10/26/14 23:58:00,4.778777E+002,4.749810E+002,0.000000E+000,2.896732E+000,2.696834E+007,1.#INF00E+000,-1.#IND00E+000,1.634729E+005
228,10/26/14 00:00:00,10/26/14 23:58:00,4.506902E+002,4.472153E+002,0.000000E+000,3.474849E+000,2.543405E+007,1.#INF00E+000,-1.#IND00E+000,1.960981E+005
229,10/26/14 00:00:00,10/26/14 23:58:00,5.698152E+002,5.369678E+002,3.134492E+001,1.502478E+000,3.215670E+007,1.#INF00E+000,1.#INF00E+000,8.479020E+004
230,10/26/14 00:00:00,10/26/14 23:58:00,5.685248E+002,5.657748E+002,1.742587E+000,1.007357E+000,3.208388E+007,1.#INF00E+000,1.#INF00E+000,5.684874E+004
231,10/26/14 00:00:00,10/26/14 23:58:00,6.081208E+002,5.873724E+002,2.019049E+001,5.579304E-001,3.431842E+007,1.#INF00E+000,1.#INF00E+000,3.148600E+004
232,10/26/14 00:00:00,10/26/14 23:58:00,3.723550E+002,3.501048E+002,1.676026E+001,5.490004E+000,2.101332E+007,1.#INF00E+000,1.#INF00E+000,3.098204E+005
233,10/26/14 00:00:00,10/26/14 23:58:00,3.099895E+002,3.035929E+002,4.839531E-003,6.391730E+000,1.749381E+007,1.#INF00E+000,1.#INF00E+000,3.607081E+005
234,10/26/14 00:00:00,10/26/14 23:58:00,3.652652E+002,3.590825E+002,8.671438E-001,5.315552E+000,2.061321E+007,1.#INF00E+000,1.#INF00E+000,2.999755E+005
235,10/26/14 00:00:00,10/26/14 23:58:00,3.564315E+002,3.351518E+002,1.546927E+001,5.810489E+000,2.011470E+007,1.#INF00E+000,1.#INF00E+000,3.279066E+005
236,10/26/14 00:00:00,10/26/14 23:58:00,3.032903E+002,2.966205E+002,8.385022E-004,6.668973E+000,1.711575E+007,1.#INF00E+000,1.#INF00E+000,3.763538E+005
237,10/26/14 00:00:00,10/26/14 23:58:00,3.286636E+002,3.223661E+002,2.639517E-001,6.033534E+000,1.854766E+007,1.#INF00E+000,1.#INF00E+000,3.404938E+005
238,10/26/14 00:00:00,10/26/14 23:58:00,3.566295E+002,3.138833E+002,3.697932E+001,5.766914E+000,2.012587E+007,1.#INF00E+000,1.#INF00E+000,3.254475E+005
239,10/26/14 00:00:00,10/26/14 23:58:00,2.927744E+002,2.857750E+002,1.271133E-001,6.872253E+000,1.652230E+007,1.#INF00E+000,1.#INF00E+000,3.878257E+005
240,10/26/14 00:00:00,10/26/14 23:58:00,3.284635E+002,3.183065E+002,3.997897E+000,6.159111E+000,1.853636E+007,1.#INF00E+000,1.#INF00E+000,3.475805E+005
241,10/26/14 00:00:00,10/26/14 23:58:00,4.079236E+002,3.731747E+002,2.991038E+001,4.838460E+000,2.302058E+007,1.#INF00E+000,1.#INF00E+000,2.730515E+005
242,10/26/14 00:00:00,10/26/14 23:58:00,3.113918E+002,3.047312E+002,2.589454E-001,6.401689E+000,1.757295E+007,1.#INF00E+000,1.#INF00E+000,3.612701E+005
243,10/26/14 00:00:00,10/26/14 23:58:00,3.388352E+002,3.275248E+002,5.327758E+000,5.982611E+000,1.912168E+007,1.#INF00E+000,1.#INF00E+000,3.376200E+005
244,10/26/14 00:00:00,10/26/14 23:58:00,4.679330E+002,4.648244E+002,8.535862E-006,3.108511E+000,2.640712E+007,1.#INF00E+000,1.#INF00E+000,1.754243E+005
245,10/26/14 00:00:00,10/26/14 23:58:00,2.238796E+002,2.164682E+002,1.130243E-004,7.411251E+000,1.263432E+007,1.#INF00E+000,1.#INF00E+000,4.182432E+005
246,10/26/14 00:00:00,10/26/14 23:58:00,1.878832E+002,1.783876E+002,3.367367E+000,6.128260E+000,1.060292E+007,1.#INF00E+000,1.#INF00E+000,3.458395E+005
247,10/26/14 00:00:00,10/26/14 23:58:00,2.938507E+002,2.564719E+002,3.016829E+001,7.210480E+000,1.658304E+007,1.#INF00E+000,1.#INF00E+000,4.069130E+005
248,10/26/14 00:00:00,10/26/14 23:58:00,3.180163E+002,2.776888E+002,3.380452E+001,6.522914E+000,1.794679E+007,1.#INF00E+000,1.#INF00E+000,3.681112E+005
249,10/26/14 00:00:00,10/26/14 23:58:00,5.032467E+002,4.679852E+002,3.234676E+001,2.914679E+000,2.840000E+007,1.#INF00E+000,1.#INF00E+000,1.644857E+005
250,10/26/14 00:00:00,10/26/14 23:58:00,2.335091E+002,2.114716E+002,1.627119E+001,5.766274E+000,1.317775E+007,1.#INF00E+000,1.#INF00E+000,3.254114E+005
251,10/26/14 00:00:00,10/26/14 23:58:00,2.071503E+002,1.808595E+002,2.106494E+001,5.225894E+000,1.169023E+007,1.#INF00E+000,1.#INF00E+000,2.949158E+005
252,10/26/14 00:00:00,10/26/14 23:58:00,3.386891E+002,3.279190E+002,4.866731E+000,5.903373E+000,1.911343E+007,1.#INF00E+000,1.#INF00E+000,3.331483E+005
253,10/26/14 00:00:00,10/26/14 23:58:00,4.990788E+002,4.595552E+002,3.651726E+001,3.006308E+000,2.816479E+007,1.#INF00E+000,1.#INF00E+000,1.696567E+005
254,10/26/14 00:00:00,10/26/14 23:58:00,2.139753E+002,2.053563E+002,3.461280E-001,8.272883E+000,1.207539E+007,1.#INF00E+000,1.#INF00E+000,4.668683E+005
255,10/26/14 00:00:00,10/26/14 23:58:00,2.581494E+002,2.483992E+002,2.212383E+000,7.537801E+000,1.456829E+007,1.#INF00E+000,1.#INF00E+000,4.253850E+005
256,10/26/14 00:00:00,10/26/14 23:58:00,3.994043E+002,3.551530E+002,3.885299E+001,5.398324E+000,2.253980E+007,1.#INF00E+000,1.#INF00E+000,3.046466E+005
257,10/26/14 00:00:00,10/26/14 23:58:00,2.634289E+002,2.557707E+002,3.509334E-001,7.307230E+000,1.486623E+007,1.#INF00E+000,1.#INF00E+000,4.123729E+005
258,10/26/14 00:00:00,10/26/14 23:58:00,4.812097E+002,4.393649E+002,3.831620E+001,3.528562E+000,2.715637E+007,1.#INF00E+000,1.#INF00E+000,1.991293E+005
259,10/26/14 00:00:00,10/26/14 23:58:00,2.378006E+002,2.016454E+002,3.107232E+001,5.082907E+000,1.341993E+007,1.#INF00E+000,1.#INF00E+000,2.868465E+005
260,10/26/14 00:00:00,10/26/14 23:58:00,2.699798E+002,2.348375E+002,3.117229E+001,3.970042E+000,1.523592E+007,1.#INF00E+000,1.#INF00E+000,2.240436E+005
261,10/26/14 00:00:00,10/26/14 23:58:00,2.289155E+002,2.208312E+002,4.421411E-003,8.079897E+000,1.291852E+007,1.#INF00E+000,1.#INF00E+000,4.559773E+005
262,10/26/14 00:00:00,10/26/14 23:58:00,4.045374E+002,4.000771E+002,0.000000E+000,4.460268E+000,2.282949E+007,1.#INF00E+000,-1.#IND00E+000,2.517088E+005
263,10/26/14 00:00:00,10/26/14 23:58:00,2.558204E+002,2.482739E+002,0.000000E+000,7.546454E+000,1.443686E+007,1.#INF00E+000,-1.#IND00E+000,4.258733E+005
264,10/26/14 00:00:00,10/26/14 23:58:00,3.659832E+002,3.607133E+002,0.000000E+000,5.269981E+000,2.065374E+007,1.#INF00E+000,-1.#IND00E+000,2.974038E+005
265,10/26/14 00:00:00,10/26/14 23:58:00,2.003307E+002,1.878221E+002,3.892937E+000,8.615720E+000,1.130538E+007,1.#INF00E+000,1.#INF00E+000,4.862157E+005
266,10/26/14 00:00:00,10/26/14 23:58:00,2.460855E+002,2.142972E+002,2.367722E+001,8.111105E+000,1.388748E+007,1.#INF00E+000,1.#INF00E+000,4.577385E+005
267,10/26/14 00:00:00,10/26/14 23:58:00,2.689821E+002,2.603953E+002,1.365483E+000,7.221386E+000,1.517962E+007,1.#INF00E+000,1.#INF00E+000,4.075285E+005
268,10/26/14 00:00:00,10/26/14 23:58:00,3.330839E+002,2.952083E+002,3.121736E+001,6.658195E+000,1.879711E+007,1.#INF00E+000,1.#INF00E+000,3.757456E+005
269,10/26/14 00:00:00,10/26/14 23:58:00,3.600388E+002,3.330090E+002,2.117945E+001,5.850428E+000,2.031827E+007,1.#INF00E+000,1.#INF00E+000,3.301605E+005
270,10/26/14 00:00:00,10/26/14 23:58:00,2.176348E+002,2.093546E+002,6.849419E-002,8.211670E+000,1.228190E+007,1.#INF00E+000,1.#INF00E+000,4.634137E+005
271,10/26/14 00:00:00,10/26/14 23:58:00,2.742849E+002,2.670877E+002,6.982439E-002,7.127402E+000,1.547888E+007,1.#INF00E+000,1.#INF00E+000,4.022246E+005
272,10/26/14 00:00:00,10/26/14 23:58:00,2.394201E+002,2.317332E+002,0.000000E+000,7.686958E+000,1.351133E+007,1.#INF00E+000,-1.#IND00E+000,4.338024E+005
273,10/26/14 00:00:00,10/26/14 23:58:00,2.210504E+002,2.129464E+002,1.083628E-004,8.103911E+000,1.247466E+007,1.#INF00E+000,1.#INF00E+000,4.573326E+005
274,10/26/14 00:00:00,10/26/14 23:58:00,2.877458E+002,2.809638E+002,0.000000E+000,6.782057E+000,1.623852E+007,1.#INF00E+000,-1.#IND00E+000,3.827356E+005
275,10/26/14 00:00:00,10/26/14 23:58:00,2.790800E+002,2.719849E+002,0.000000E+000,7.095118E+000,1.574948E+007,1.#INF00E+000,-1.#IND00E+000,4.004028E+005
276,10/26/14 00:00:00,10/26/14 23:58:00,3.261616E+002,3.115796E+002,8.351394E+000,6.230592E+000,1.840646E+007,1.#INF00E+000,1.#INF00E+000,3.516144E+005
277,10/26/14 00:00:00,10/26/14 23:58:00,3.247360E+002,2.983433E+002,1.978414E+001,6.608527E+000,1.832601E+007,1.#INF00E+000,1.#INF00E+000,3.729427E+005
278,10/26/14 00:00:00,10/26/14 23:58:00,3.492338E+002,3.409453E+002,2.618847E+000,5.669652E+000,1.970851E+007,1.#INF00E+000,1.#INF00E+000,3.199587E+005
279,10/26/14 00:00:00,10/26/14 23:58:00,3.272457E+002,2.922759E+002,2.824165E+001,6.728165E+000,1.846764E+007,1.#INF00E+000,1.#INF00E+000,3.796943E+005
280,10/26/14 00:00:00,10/26/14 23:58:00,3.887020E+002,3.785839E+002,5.363012E+000,4.755049E+000,2.193583E+007,1.#INF00E+000,1.#INF00E+000,2.683443E+005
