Start Time,End Time,Total Intensity Measured [J/m2],Diffuse Intensity Measured [J/m2],Direct Intensity Measured [J/m2],Reflected Intensity Measured [J/m2],Total Intensity Calculated [J/m2],Diffuse Intensity Calculated [J/m2],Direct Intensity Calculated [J/m2],Reflected Intensity Calculated [J/m2],Total Intensity Difference [%],Diffuse Intensity Difference [%],Direct Intensity Difference [%],Reflected Intensity Difference [%]
10/26/14 01:14:00,10/26/14 01:14:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:15:00,10/26/14 01:15:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:16:00,10/26/14 01:16:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:17:00,10/26/14 01:17:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:18:00,10/26/14 01:18:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:19:00,10/26/14 01:19:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:20:00,10/26/14 01:20:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:21:00,10/26/14 01:21:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:22:00,10/26/14 01:22:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:23:00,10/26/14 01:23:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:24:00,10/26/14 01:24:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:25:00,10/26/14 01:25:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:26:00,10/26/14 01:26:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:27:00,10/26/14 01:27:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:28:00,10/26/14 01:28:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:29:00,10/26/14 01:29:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:30:00,10/26/14 01:30:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:31:00,10/26/14 01:31:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:32:00,10/26/14 01:32:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:33:00,10/26/14 01:33:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:34:00,10/26/14 01:34:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:35:00,10/26/14 01:35:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:36:00,10/26/14 01:36:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 01:37:00,10/26/14 01:37:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
