Vertex Num,Start Time,End Time,Total Intensity Received [J/m2],Diffuse Intensity Received [J/m2],Direct Intensity Received [J/m2],Reflected Intensity Received [J/m2],Total Intensity Received [%ambiant],Diffuse Intensity Received [%ambiant],Direct Intensity Received [%ambiant],Reflected Intensity Received [%ambiant]
145,07/05/17 08:00:00,07/05/17 12:00:00,7.385650E+002,5.732460E+002,1.629545E+002,2.364590E+000,2.275905E+001,2.855095E+001,1.320887E+001,6.434703E+001
146,07/05/17 08:00:00,07/05/17 12:00:00,2.161723E+003,1.322537E+003,8.379517E+002,1.234975E+000,6.661399E+001,6.586994E+001,6.792325E+001,3.360707E+001
147,07/05/17 08:00:00,07/05/17 12:00:00,1.067778E+003,8.425634E+002,2.233847E+002,1.830185E+000,3.290383E+001,4.196450E+001,1.810727E+001,4.980438E+001
148,07/05/17 08:00:00,07/05/17 12:00:00,1.418575E+003,8.815454E+002,5.350429E+002,1.986431E+000,4.371370E+001,4.390603E+001,4.336987E+001,5.405626E+001
149,07/05/17 08:00:00,07/05/17 12:00:00,1.827120E+003,1.092169E+003,7.333173E+002,1.633674E+000,5.630312E+001,5.439631E+001,5.944173E+001,4.445679E+001
150,07/05/17 08:00:00,07/05/17 12:00:00,1.398594E+003,8.471392E+002,5.494058E+002,2.048543E+000,4.309798E+001,4.219240E+001,4.453411E+001,5.574650E+001
151,07/05/17 08:00:00,07/05/17 12:00:00,1.894852E+003,1.077118E+003,8.160613E+002,1.672954E+000,5.839028E+001,5.364665E+001,6.614885E+001,4.552570E+001
152,07/05/17 08:00:00,07/05/17 12:00:00,1.237452E+003,7.751678E+002,4.600580E+002,2.226401E+000,3.813237E+001,3.860782E+001,3.729169E+001,6.058652E+001
153,07/05/17 08:00:00,07/05/17 12:00:00,2.163229E+003,1.191466E+003,9.702778E+002,1.485369E+000,6.666040E+001,5.934188E+001,7.864943E+001,4.042100E+001
154,07/05/17 08:00:00,07/05/17 12:00:00,1.834335E+003,1.207498E+003,6.254045E+002,1.432675E+000,5.652544E+001,6.014032E+001,5.069446E+001,3.898705E+001
155,07/05/17 08:00:00,07/05/17 12:00:00,6.987781E+002,6.493635E+002,4.744375E+001,1.970783E+000,2.153300E+001,3.234204E+001,3.845728E+000,5.363045E+001
156,07/05/17 08:00:00,07/05/17 12:00:00,6.302678E+002,6.199745E+002,8.348186E+000,1.945072E+000,1.942184E+001,3.087830E+001,6.766930E-001,5.293077E+001
157,07/05/17 08:00:00,07/05/17 12:00:00,6.136714E+002,6.112084E+002,5.523926E-001,1.910618E+000,1.891042E+001,3.044169E+001,4.477621E-002,5.199319E+001
158,07/05/17 08:00:00,07/05/17 12:00:00,1.440749E+003,1.354816E+003,8.476946E+001,1.163496E+000,4.439700E+001,6.747762E+001,6.871301E+000,3.166194E+001
159,07/05/17 08:00:00,07/05/17 12:00:00,1.292553E+003,1.171458E+003,1.197479E+002,1.347122E+000,3.983030E+001,5.834533E+001,9.706610E+000,3.665890E+001
160,07/05/17 08:00:00,07/05/17 12:00:00,1.037714E+003,1.036093E+003,0.000000E+000,1.621436E+000,3.197739E+001,5.160337E+001,0.000000E+000,4.412374E+001
161,07/05/17 08:00:00,07/05/17 12:00:00,9.180793E+002,9.162848E+002,0.000000E+000,1.794512E+000,2.829082E+001,4.563625E+001,0.000000E+000,4.883361E+001
162,07/05/17 08:00:00,07/05/17 12:00:00,4.974147E+002,4.952178E+002,0.000000E+000,2.196862E+000,1.532794E+001,2.466469E+001,0.000000E+000,5.978268E+001
163,07/05/17 08:00:00,07/05/17 12:00:00,1.017322E+003,1.015658E+003,0.000000E+000,1.663485E+000,3.134900E+001,5.058562E+001,0.000000E+000,4.526802E+001
164,07/05/17 08:00:00,07/05/17 12:00:00,1.030259E+003,1.028651E+003,0.000000E+000,1.607889E+000,3.174766E+001,5.123273E+001,0.000000E+000,4.375510E+001
165,07/05/17 08:00:00,07/05/17 12:00:00,1.636843E+003,1.401950E+003,2.337993E+002,1.093333E+000,5.043967E+001,6.982516E+001,1.895146E+001,2.975261E+001
166,07/05/17 08:00:00,07/05/17 12:00:00,2.011300E+003,1.605228E+003,4.053389E+002,7.328210E-001,6.197867E+001,7.994960E+001,3.285624E+001,1.994208E+001
167,07/05/17 08:00:00,07/05/17 12:00:00,1.701999E+003,1.555493E+003,1.456830E+002,8.223467E-001,5.244747E+001,7.747252E+001,1.180887E+001,2.237832E+001
168,07/05/17 08:00:00,07/05/17 12:00:00,1.864393E+003,1.518490E+003,3.450122E+002,8.901521E-001,5.745168E+001,7.562955E+001,2.796624E+001,2.422350E+001
169,07/05/17 08:00:00,07/05/17 12:00:00,1.312146E+003,1.297728E+003,1.315186E+001,1.266585E+000,4.043407E+001,6.463429E+001,1.066073E+000,3.446728E+001
170,07/05/17 08:00:00,07/05/17 12:00:00,4.950757E+002,4.928497E+002,0.000000E+000,2.225983E+000,1.525587E+001,2.454675E+001,0.000000E+000,6.057513E+001
171,07/05/17 08:00:00,07/05/17 12:00:00,1.069711E+003,1.066898E+003,1.199872E+000,1.613046E+000,3.296339E+001,5.313767E+001,9.726005E-002,4.389544E+001
172,07/05/17 08:00:00,07/05/17 12:00:00,1.001606E+003,9.680828E+002,3.179184E+001,1.731349E+000,3.086471E+001,4.821609E+001,2.577005E+000,4.711479E+001
173,07/05/17 08:00:00,07/05/17 12:00:00,2.043789E+003,1.522440E+003,5.204630E+002,8.865157E-001,6.297983E+001,7.582626E+001,4.218804E+001,2.412454E+001
174,07/05/17 08:00:00,07/05/17 12:00:00,1.887881E+003,1.381512E+003,5.052420E+002,1.127390E+000,5.817548E+001,6.880722E+001,4.095425E+001,3.067939E+001
175,07/05/17 08:00:00,07/05/17 12:00:00,2.087731E+003,1.599537E+003,4.874485E+002,7.457260E-001,6.433391E+001,7.966613E+001,3.951193E+001,2.029326E+001
176,07/05/17 08:00:00,07/05/17 12:00:00,2.157852E+003,1.599168E+003,5.579381E+002,7.464901E-001,6.649470E+001,7.964774E+001,4.522573E+001,2.031405E+001
177,07/05/17 08:00:00,07/05/17 12:00:00,1.175000E+003,1.173529E+003,0.000000E+000,1.470986E+000,3.620788E+001,5.844849E+001,0.000000E+000,4.002958E+001
178,07/05/17 08:00:00,07/05/17 12:00:00,1.367539E+003,1.366380E+003,0.000000E+000,1.159331E+000,4.214102E+001,6.805356E+001,0.000000E+000,3.154859E+001
179,07/05/17 08:00:00,07/05/17 12:00:00,9.021847E+002,9.004664E+002,0.000000E+000,1.718244E+000,2.780102E+001,4.484841E+001,0.000000E+000,4.675815E+001
180,07/05/17 08:00:00,07/05/17 12:00:00,1.743280E+003,1.245039E+003,4.969613E+002,1.279654E+000,5.371955E+001,6.201008E+001,4.028303E+001,3.482292E+001
181,07/05/17 08:00:00,07/05/17 12:00:00,8.587315E+002,7.705078E+002,8.637811E+001,1.845604E+000,2.646200E+001,3.837572E+001,7.001695E+000,5.022399E+001
182,07/05/17 08:00:00,07/05/17 12:00:00,5.151052E+002,5.131234E+002,0.000000E+000,1.981884E+000,1.587308E+001,2.555649E+001,0.000000E+000,5.393252E+001
183,07/05/17 08:00:00,07/05/17 12:00:00,4.159990E+002,4.140268E+002,0.000000E+000,1.972209E+000,1.281910E+001,2.062092E+001,0.000000E+000,5.366924E+001
184,07/05/17 08:00:00,07/05/17 12:00:00,2.658037E+002,2.637781E+002,0.000000E+000,2.025600E+000,8.190800E+000,1.313766E+001,0.000000E+000,5.512218E+001
185,07/05/17 08:00:00,07/05/17 12:00:00,8.360044E+002,8.341425E+002,0.000000E+000,1.861883E+000,2.576166E+001,4.154509E+001,0.000000E+000,5.066699E+001
186,07/05/17 08:00:00,07/05/17 12:00:00,2.213395E+002,2.192270E+002,0.000000E+000,2.112484E+000,6.820625E+000,1.091876E+001,0.000000E+000,5.748652E+001
187,07/05/17 08:00:00,07/05/17 12:00:00,3.594859E+002,3.575182E+002,0.000000E+000,1.967669E+000,1.107764E+001,1.780646E+001,0.000000E+000,5.354569E+001
188,07/05/17 08:00:00,07/05/17 12:00:00,8.817830E+002,8.801888E+002,0.000000E+000,1.594240E+000,2.717234E+001,4.383846E+001,0.000000E+000,4.338367E+001
189,07/05/17 08:00:00,07/05/17 12:00:00,7.585146E+002,5.841234E+002,1.720137E+002,2.377637E+000,2.337380E+001,2.909270E+001,1.394320E+001,6.470207E+001
190,07/05/17 08:00:00,07/05/17 12:00:00,7.930896E+002,5.986653E+002,1.920486E+002,2.375661E+000,2.443923E+001,2.981697E+001,1.556721E+001,6.464830E+001
191,07/05/17 08:00:00,07/05/17 12:00:00,6.160009E+002,5.000424E+002,1.134642E+002,2.494317E+000,1.898220E+001,2.490499E+001,9.197256E+000,6.787724E+001
192,07/05/17 08:00:00,07/05/17 12:00:00,8.393136E+002,6.114694E+002,2.254606E+002,2.383713E+000,2.586364E+001,3.045469E+001,1.827553E+001,6.486740E+001
193,07/05/17 08:00:00,07/05/17 12:00:00,1.596323E+003,1.050462E+003,5.442592E+002,1.602394E+000,4.919107E+001,5.231904E+001,4.411693E+001,4.360557E+001
194,07/05/17 08:00:00,07/05/17 12:00:00,1.221847E+003,7.668152E+002,4.529397E+002,2.092407E+000,3.765150E+001,3.819181E+001,3.671470E+001,5.694016E+001
195,07/05/17 08:00:00,07/05/17 12:00:00,7.911614E+002,5.880970E+002,2.007012E+002,2.363121E+000,2.437982E+001,2.929061E+001,1.626858E+001,6.430705E+001
196,07/05/17 08:00:00,07/05/17 12:00:00,2.228116E+003,1.320955E+003,9.059094E+002,1.250872E+000,6.865989E+001,6.579118E+001,7.343182E+001,3.403968E+001
197,07/05/17 08:00:00,07/05/17 12:00:00,2.700990E+003,1.818762E+003,8.818832E+002,3.445427E-001,8.323161E+001,9.058482E+001,7.148429E+001,9.375958E+000
198,07/05/17 08:00:00,07/05/17 12:00:00,2.456086E+003,1.555658E+003,8.996024E+002,8.257554E-001,7.568485E+001,7.748072E+001,7.292058E+001,2.247108E+001
199,07/05/17 08:00:00,07/05/17 12:00:00,2.645375E+003,1.453306E+003,1.191056E+003,1.013017E+000,8.151783E+001,7.238301E+001,9.654543E+001,2.756699E+001
200,07/05/17 08:00:00,07/05/17 12:00:00,3.028383E+003,1.658379E+003,1.369365E+003,6.382300E-001,9.332029E+001,8.259681E+001,1.109989E+002,1.736800E+001
201,07/05/17 08:00:00,07/05/17 12:00:00,2.851834E+003,1.667691E+003,1.183521E+003,6.215072E-001,8.787990E+001,8.306060E+001,9.593469E+001,1.691293E+001
202,07/05/17 08:00:00,07/05/17 12:00:00,3.245787E+003,1.829776E+003,1.415686E+003,3.250269E-001,1.000197E+002,9.113337E+001,1.147537E+002,8.844878E+000
203,07/05/17 08:00:00,07/05/17 12:00:00,3.355603E+003,1.910204E+003,1.445221E+003,1.774993E-001,1.034037E+002,9.513917E+001,1.171477E+002,4.830246E+000
204,07/05/17 08:00:00,07/05/17 12:00:00,3.229401E+003,1.917120E+003,1.312116E+003,1.651709E-001,9.951471E+001,9.548361E+001,1.063584E+002,4.494756E+000
205,07/05/17 08:00:00,07/05/17 12:00:00,7.063946E+002,5.570383E+002,1.468337E+002,2.522614E+000,2.176771E+001,2.774371E+001,1.190214E+001,6.864729E+001
206,07/05/17 08:00:00,07/05/17 12:00:00,4.322956E+002,4.036351E+002,2.597749E+001,2.683077E+000,1.332129E+001,2.010335E+001,2.105701E+000,7.301393E+001
207,07/05/17 08:00:00,07/05/17 12:00:00,7.183123E+002,5.728526E+002,1.430117E+002,2.447992E+000,2.213496E+001,2.853135E+001,1.159234E+001,6.661661E+001
208,07/05/17 08:00:00,07/05/17 12:00:00,1.234817E+003,8.230604E+002,4.095979E+002,2.158493E+000,3.805116E+001,4.099314E+001,3.320147E+001,5.873855E+001
209,07/05/17 08:00:00,07/05/17 12:00:00,4.039659E+002,4.012481E+002,0.000000E+000,2.717802E+000,1.244830E+001,1.998446E+001,0.000000E+000,7.395890E+001
210,07/05/17 08:00:00,07/05/17 12:00:00,4.882278E+002,4.779143E+002,7.769819E+000,2.543661E+000,1.504485E+001,2.380288E+001,6.298113E-001,6.922003E+001
211,07/05/17 08:00:00,07/05/17 12:00:00,2.091441E+003,1.556264E+003,5.344585E+002,7.189375E-001,6.444824E+001,7.751090E+001,4.332250E+001,1.956427E+001
212,07/05/17 08:00:00,07/05/17 12:00:00,2.267658E+003,1.493950E+003,7.728186E+002,8.897994E-001,6.987840E+001,7.440730E+001,6.264365E+001,2.421390E+001
213,07/05/17 08:00:00,07/05/17 12:00:00,1.494869E+003,1.387966E+003,1.058814E+002,1.022295E+000,4.606474E+001,6.912867E+001,8.582609E+000,2.781948E+001
214,07/05/17 08:00:00,07/05/17 12:00:00,2.611422E+003,1.414104E+003,1.196251E+003,1.067320E+000,8.047154E+001,7.043049E+001,9.696650E+001,2.904473E+001
215,07/05/17 08:00:00,07/05/17 12:00:00,2.523255E+003,1.516074E+003,1.006325E+003,8.558968E-001,7.775468E+001,7.550920E+001,8.157141E+001,2.329131E+001
216,07/05/17 08:00:00,07/05/17 12:00:00,2.241709E+003,1.218965E+003,1.021325E+003,1.419709E+000,6.907878E+001,6.071146E+001,8.278724E+001,3.863421E+001
217,07/05/17 08:00:00,07/05/17 12:00:00,1.722609E+003,9.853903E+002,7.353916E+002,1.827540E+000,5.308259E+001,4.907810E+001,5.960987E+001,4.973241E+001
218,07/05/17 08:00:00,07/05/17 12:00:00,1.340822E+003,8.497842E+002,4.889575E+002,2.080308E+000,4.131773E+001,4.232414E+001,3.963425E+001,5.661091E+001
219,07/05/17 08:00:00,07/05/17 12:00:00,1.326171E+003,8.621869E+002,4.619531E+002,2.031309E+000,4.086627E+001,4.294186E+001,3.744531E+001,5.527751E+001
220,07/05/17 08:00:00,07/05/17 12:00:00,2.355769E+003,1.699785E+003,6.556234E+002,3.598228E-001,7.259354E+001,8.465908E+001,5.314397E+001,9.791772E+000
221,07/05/17 08:00:00,07/05/17 12:00:00,1.728617E+003,1.592127E+003,1.358635E+002,6.263917E-001,5.326773E+001,7.929710E+001,1.101291E+001,1.704585E+001
222,07/05/17 08:00:00,07/05/17 12:00:00,2.076270E+003,1.635436E+003,4.402973E+002,5.361878E-001,6.398071E+001,8.145412E+001,3.568992E+001,1.459115E+001
223,07/05/17 08:00:00,07/05/17 12:00:00,2.653904E+003,1.723888E+003,9.297841E+002,2.319125E-001,8.178065E+001,8.585954E+001,7.536707E+001,6.310979E+000
224,07/05/17 08:00:00,07/05/17 12:00:00,3.104493E+003,1.663448E+003,1.440617E+003,4.277096E-001,9.566565E+001,8.284930E+001,1.167745E+002,1.163916E+001
225,07/05/17 08:00:00,07/05/17 12:00:00,2.991709E+003,1.812858E+003,1.178746E+003,1.044929E-001,9.219018E+001,9.029075E+001,9.554762E+001,2.843540E+000
226,07/05/17 08:00:00,07/05/17 12:00:00,2.719471E+003,1.452664E+003,1.265907E+003,9.002016E-001,8.380112E+001,7.235102E+001,1.026127E+002,2.449697E+001
227,07/05/17 08:00:00,07/05/17 12:00:00,2.337207E+003,1.289828E+003,1.046112E+003,1.266233E+000,7.202154E+001,6.424088E+001,8.479645E+001,3.445768E+001
228,07/05/17 08:00:00,07/05/17 12:00:00,1.870685E+003,1.113711E+003,7.553803E+002,1.593197E+000,5.764557E+001,5.546923E+001,6.123013E+001,4.335528E+001
229,07/05/17 08:00:00,07/05/17 12:00:00,2.538482E+003,1.743451E+003,7.947488E+002,2.821053E-001,7.822391E+001,8.683391E+001,6.442129E+001,7.676864E+000
230,07/05/17 08:00:00,07/05/17 12:00:00,3.079885E+003,1.652358E+003,1.427022E+003,5.039608E-001,9.490734E+001,8.229694E+001,1.156726E+002,1.371417E+001
231,07/05/17 08:00:00,07/05/17 12:00:00,3.101948E+003,1.802639E+003,1.299195E+003,1.138813E-001,9.558722E+001,8.978178E+001,1.053110E+002,3.099025E+000
232,07/05/17 08:00:00,07/05/17 12:00:00,1.059432E+003,1.056968E+003,8.920548E-001,1.571445E+000,3.264663E+001,5.264310E+001,7.230878E-002,4.276334E+001
233,07/05/17 08:00:00,07/05/17 12:00:00,2.157079E+003,1.180882E+003,9.746923E+002,1.505057E+000,6.647088E+001,5.881472E+001,7.900727E+001,4.095676E+001
234,07/05/17 08:00:00,07/05/17 12:00:00,2.053027E+003,1.248759E+003,8.028854E+002,1.382626E+000,6.326450E+001,6.219539E+001,6.508083E+001,3.762506E+001
235,07/05/17 08:00:00,07/05/17 12:00:00,9.500687E+002,9.484072E+002,0.000000E+000,1.661487E+000,2.927658E+001,4.723613E+001,0.000000E+000,4.521365E+001
236,07/05/17 08:00:00,07/05/17 12:00:00,2.061792E+003,1.135293E+003,9.249750E+002,1.523430E+000,6.353458E+001,5.654414E+001,7.497725E+001,4.145673E+001
237,07/05/17 08:00:00,07/05/17 12:00:00,1.926699E+003,1.142350E+003,7.827933E+002,1.556245E+000,5.937167E+001,5.689559E+001,6.345219E+001,4.234973E+001
238,07/05/17 08:00:00,07/05/17 12:00:00,7.382249E+002,7.367238E+002,0.000000E+000,1.501068E+000,2.274856E+001,3.669308E+001,0.000000E+000,4.084821E+001
239,07/05/17 08:00:00,07/05/17 12:00:00,1.780315E+003,1.023726E+003,7.548585E+002,1.730806E+000,5.486082E+001,5.098744E+001,6.118783E+001,4.709999E+001
240,07/05/17 08:00:00,07/05/17 12:00:00,1.491774E+003,1.009485E+003,4.805452E+002,1.743955E+000,4.596936E+001,5.027816E+001,3.895236E+001,4.745784E+001
241,07/05/17 08:00:00,07/05/17 12:00:00,1.131823E+003,1.023947E+003,1.062180E+002,1.657858E+000,3.487737E+001,5.099843E+001,8.609893E+000,4.511489E+001
242,07/05/17 08:00:00,07/05/17 12:00:00,2.046728E+003,1.139994E+003,9.051498E+002,1.584903E+000,6.307039E+001,5.677823E+001,7.337025E+001,4.312958E+001
243,07/05/17 08:00:00,07/05/17 12:00:00,1.845338E+003,1.111520E+003,7.321935E+002,1.625006E+000,5.686452E+001,5.536008E+001,5.935064E+001,4.422089E+001
244,07/05/17 08:00:00,07/05/17 12:00:00,2.595582E+003,1.394998E+003,1.199511E+003,1.073249E+000,7.998344E+001,6.947891E+001,9.723075E+001,2.920605E+001
245,07/05/17 08:00:00,07/05/17 12:00:00,9.656526E+002,7.525582E+002,2.110491E+002,2.045406E+000,2.975680E+001,3.748172E+001,1.710736E+001,5.566114E+001
246,07/05/17 08:00:00,07/05/17 12:00:00,5.701882E+002,5.684896E+002,0.000000E+000,1.698607E+000,1.757048E+001,2.831405E+001,0.000000E+000,4.622379E+001
247,07/05/17 08:00:00,07/05/17 12:00:00,7.290096E+002,7.273074E+002,0.000000E+000,1.702266E+000,2.246460E+001,3.622409E+001,0.000000E+000,4.632335E+001
248,07/05/17 08:00:00,07/05/17 12:00:00,6.265720E+002,6.251564E+002,0.000000E+000,1.415573E+000,1.930796E+001,3.113638E+001,0.000000E+000,3.852166E+001
249,07/05/17 08:00:00,07/05/17 12:00:00,2.099840E+003,1.630483E+003,4.688253E+002,5.317008E-001,6.470704E+001,8.120744E+001,3.800236E+001,1.446905E+001
250,07/05/17 08:00:00,07/05/17 12:00:00,4.213614E+002,4.202361E+002,0.000000E+000,1.125223E+000,1.298434E+001,2.093018E+001,0.000000E+000,3.062041E+001
251,07/05/17 08:00:00,07/05/17 12:00:00,3.033517E+002,3.020404E+002,0.000000E+000,1.311382E+000,9.347852E+000,1.504335E+001,0.000000E+000,3.568633E+001
252,07/05/17 08:00:00,07/05/17 12:00:00,1.133553E+003,1.055154E+003,7.687149E+001,1.527309E+000,3.493069E+001,5.255274E+001,6.231101E+000,4.156229E+001
253,07/05/17 08:00:00,07/05/17 12:00:00,2.007105E+003,1.637965E+003,3.686044E+002,5.358808E-001,6.184939E+001,8.158007E+001,2.987859E+001,1.458280E+001
254,07/05/17 08:00:00,07/05/17 12:00:00,9.690858E+002,7.974645E+002,1.695751E+002,2.046104E+000,2.986260E+001,3.971832E+001,1.374554E+001,5.568014E+001
255,07/05/17 08:00:00,07/05/17 12:00:00,1.146713E+003,1.058947E+003,8.626263E+001,1.503485E+000,3.533622E+001,5.274165E+001,6.992335E+000,4.091398E+001
256,07/05/17 08:00:00,07/05/17 12:00:00,1.466607E+003,1.441181E+003,2.454597E+001,8.808151E-001,4.519384E+001,7.177908E+001,1.989664E+000,2.396941E+001
257,07/05/17 08:00:00,07/05/17 12:00:00,1.075017E+003,8.923987E+002,1.807677E+002,1.850335E+000,3.312689E+001,4.444659E+001,1.465279E+001,5.035273E+001
258,07/05/17 08:00:00,07/05/17 12:00:00,1.720080E+003,1.610061E+003,1.093798E+002,6.396552E-001,5.300466E+001,8.019029E+001,8.866179E+000,1.740678E+001
259,07/05/17 08:00:00,07/05/17 12:00:00,2.900695E+002,2.888013E+002,0.000000E+000,1.268201E+000,8.938555E+000,1.438396E+001,0.000000E+000,3.451126E+001
260,07/05/17 08:00:00,07/05/17 12:00:00,2.722248E+002,2.698533E+002,0.000000E+000,2.371415E+000,8.388667E+000,1.344025E+001,0.000000E+000,6.453275E+001
261,07/05/17 08:00:00,07/05/17 12:00:00,1.011427E+003,6.960680E+002,3.130650E+002,2.294111E+000,3.116735E+001,3.466819E+001,2.537664E+001,6.242909E+001
262,07/05/17 08:00:00,07/05/17 12:00:00,1.817599E+003,1.062889E+003,7.530058E+002,1.704675E+000,5.600972E+001,5.293797E+001,6.103765E+001,4.638892E+001
263,07/05/17 08:00:00,07/05/17 12:00:00,9.885800E+002,7.129861E+002,2.733431E+002,2.250725E+000,3.046331E+001,3.551081E+001,2.215683E+001,6.124843E+001
264,07/05/17 08:00:00,07/05/17 12:00:00,1.381448E+003,9.123794E+002,4.671209E+002,1.947496E+000,4.256962E+001,4.544174E+001,3.786420E+001,5.299674E+001
265,07/05/17 08:00:00,07/05/17 12:00:00,1.146159E+003,1.109047E+003,3.577766E+001,1.334295E+000,3.531915E+001,5.523693E+001,2.900090E+000,3.630985E+001
266,07/05/17 08:00:00,07/05/17 12:00:00,1.267427E+003,1.266496E+003,0.000000E+000,9.307912E-001,3.905605E+001,6.307879E+001,0.000000E+000,2.532940E+001
267,07/05/17 08:00:00,07/05/17 12:00:00,1.114718E+003,9.837366E+002,1.293687E+002,1.612245E+000,3.435027E+001,4.899574E+001,1.048645E+001,4.387365E+001
268,07/05/17 08:00:00,07/05/17 12:00:00,1.341657E+003,1.340735E+003,0.000000E+000,9.219831E-001,4.134348E+001,6.677634E+001,0.000000E+000,2.508970E+001
269,07/05/17 08:00:00,07/05/17 12:00:00,2.103988E+003,1.497671E+003,6.055811E+002,7.356250E-001,6.483485E+001,7.459262E+001,4.908761E+001,2.001839E+001
270,07/05/17 08:00:00,07/05/17 12:00:00,8.226331E+002,6.526268E+002,1.677562E+002,2.250056E+000,2.534962E+001,3.250457E+001,1.359810E+001,6.123023E+001
271,07/05/17 08:00:00,07/05/17 12:00:00,8.345420E+002,6.573590E+002,1.749410E+002,2.241946E+000,2.571660E+001,3.274026E+001,1.418049E+001,6.100953E+001
272,07/05/17 08:00:00,07/05/17 12:00:00,5.828839E+002,5.403128E+002,4.030338E+001,2.267724E+000,1.796170E+001,2.691068E+001,3.266938E+000,6.171102E+001
273,07/05/17 08:00:00,07/05/17 12:00:00,5.061779E+002,4.501028E+002,5.354447E+001,2.530680E+000,1.559799E+001,2.241771E+001,4.340244E+000,6.886680E+001
274,07/05/17 08:00:00,07/05/17 12:00:00,5.375720E+002,5.122925E+002,2.294877E+001,2.330776E+000,1.656540E+001,2.551511E+001,1.860197E+000,6.342685E+001
275,07/05/17 08:00:00,07/05/17 12:00:00,5.357031E+002,4.682130E+002,6.494052E+001,2.549538E+000,1.650781E+001,2.331970E+001,5.263993E+000,6.937996E+001
276,07/05/17 08:00:00,07/05/17 12:00:00,1.210201E+003,1.144469E+003,6.450098E+001,1.231360E+000,3.729262E+001,5.700113E+001,5.228364E+000,3.350872E+001
277,07/05/17 08:00:00,07/05/17 12:00:00,1.215945E+003,1.215064E+003,0.000000E+000,8.817554E-001,3.746963E+001,6.051715E+001,0.000000E+000,2.399500E+001
278,07/05/17 08:00:00,07/05/17 12:00:00,1.103572E+003,9.578115E+002,1.441655E+002,1.594857E+000,3.400682E+001,4.770452E+001,1.168587E+001,4.340046E+001
279,07/05/17 08:00:00,07/05/17 12:00:00,1.308754E+003,1.307923E+003,0.000000E+000,8.314266E-001,4.032955E+001,6.514207E+001,0.000000E+000,2.262541E+001
280,07/05/17 08:00:00,07/05/17 12:00:00,1.852342E+003,1.076981E+003,7.740178E+002,1.342942E+000,5.708032E+001,5.363984E+001,6.274086E+001,3.654514E+001
281,07/05/17 08:00:00,07/05/17 12:00:00,1.309792E+003,1.308982E+003,0.000000E+000,8.099170E-001,4.036154E+001,6.519485E+001,0.000000E+000,2.204008E+001
282,07/05/17 08:00:00,07/05/17 12:00:00,8.705661E+002,7.154386E+002,1.531367E+002,1.990794E+000,2.682669E+001,3.563296E+001,1.241306E+001,5.417501E+001
283,07/05/17 08:00:00,07/05/17 12:00:00,5.258529E+002,4.850710E+002,3.855564E+001,2.226306E+000,1.620428E+001,2.415932E+001,3.125269E+000,6.058392E+001
284,07/05/17 08:00:00,07/05/17 12:00:00,5.544262E+002,4.769872E+002,7.499079E+001,2.448264E+000,1.708477E+001,2.375670E+001,6.078654E+000,6.662401E+001
285,07/05/17 08:00:00,07/05/17 12:00:00,1.594625E+003,1.439278E+003,1.545004E+002,8.462586E-001,4.913872E+001,7.168432E+001,1.252360E+001,2.302903E+001
286,07/05/17 08:00:00,07/05/17 12:00:00,1.552748E+003,1.485148E+003,6.701873E+001,5.816548E-001,4.784828E+001,7.396890E+001,5.432450E+000,1.582843E+001
287,07/05/17 08:00:00,07/05/17 12:00:00,1.423321E+003,1.137172E+003,2.848479E+002,1.301215E+000,4.385996E+001,5.663770E+001,2.308940E+001,3.540966E+001
288,07/05/17 08:00:00,07/05/17 12:00:00,1.543922E+003,1.503459E+003,3.988837E+001,5.753738E-001,4.757631E+001,7.488088E+001,3.233298E+000,1.565751E+001
289,07/05/17 08:00:00,07/05/17 12:00:00,2.598052E+002,2.569358E+002,0.000000E+000,2.869472E+000,8.005957E+000,1.279688E+001,0.000000E+000,7.808625E+001
290,07/05/17 08:00:00,07/05/17 12:00:00,1.016525E+003,8.786755E+002,1.361275E+002,1.722387E+000,3.132446E+001,4.376309E+001,1.103432E+001,4.687090E+001
291,07/05/17 08:00:00,07/05/17 12:00:00,4.050507E+002,4.012368E+002,1.496203E+000,2.317648E+000,1.248173E+001,1.998390E+001,1.212803E-001,6.306961E+001
292,07/05/17 08:00:00,07/05/17 12:00:00,4.914159E+002,4.646407E+002,2.437694E+001,2.398258E+000,1.514309E+001,2.314178E+001,1.975962E+000,6.526322E+001
293,07/05/17 08:00:00,07/05/17 12:00:00,2.041518E+003,1.509672E+003,5.311355E+002,7.107817E-001,6.290984E+001,7.519035E+001,4.305314E+001,1.934233E+001
294,07/05/17 08:00:00,07/05/17 12:00:00,2.049114E+003,1.640457E+003,4.082885E+002,3.676414E-001,6.314389E+001,8.170421E+001,3.309533E+001,1.000454E+001
295,07/05/17 08:00:00,07/05/17 12:00:00,1.567141E+003,1.135972E+003,4.298690E+002,1.300062E+000,4.829180E+001,5.657793E+001,3.484461E+001,3.537827E+001
296,07/05/17 08:00:00,07/05/17 12:00:00,1.901328E+003,1.635581E+003,2.653732E+002,3.739385E-001,5.858984E+001,8.146132E+001,2.151080E+001,1.017590E+001
297,07/05/17 08:00:00,07/05/17 12:00:00,3.651463E+002,3.624343E+002,0.000000E+000,2.712043E+000,1.125207E+001,1.805131E+001,0.000000E+000,7.380218E+001
